Rostov,Rostov,1980.??.??,?,"Ehlvest, Jaan","Ryskin, Alexander",,,C91,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['d4', 'Bg4'], ['Be3', 'exd4'], ['cxd4', 'Na5'], ['Bc2', 'c5'], ['dxc5', 'dxc5'], ['Nbd2', 'Nd7'], ['Qb1', 'Nc6\n'], ['e5', 'h6'], ['Be4', 'Rc8'], ['Bf5', 'Bxf5'], ['Qxf5', 'Nb6'], ['Ne4', 'Qd7'], ['Qh5', 'Nb4'], ['Nf6+', 'gxf6\n'], ['Bxh6', 'Qd3'], ['exf6', 'Bxf6'], ['Ne5', 'Qh7'], ['Re3', 'Bxe5'], ['Rxe5', 'Rc6'], ['Rg5+', 'Rg6'], ['Bxf8', 'Qxh5\n'], ['Rxh5', 'Kxf8'], ['Rxc5', 'Re6'], ['h4', 'Re2'], ['a3', 'Nd3'], ['Rc6', 'Nc4'], ['b3', 'Nce5'], ['Rxa6', 'Rxf2\n'], ['a4', 'Rb2'], ['Rf1', 'Rxb3'], ['a5', 'Ra3'], ['Ra8+', 'Kg7'], ['a6', 'b4'], ['a7', 'b3'], ['Rb8', 'Rxa7\n'], ['Rxb3', 'Ra4'], ['Rd1', 'Rd4'], ['g3', 'Rd6'], ['Kg2', 'Kg6'], ['Ra3', 'f5'], ['Kf1', 'Rd4'], ['Ra6+', 'Kh5\n'], ['Ra5', 'Re4'], ['Rxd3', 'Nxd3'], ['Rxf5+', 'Kg4'], ['Ra5', 'Kh3'], ['Ra1', 'Kxg3'], ['h5', 'Kf3'], ['Rd1', 'Nf4\n'], ['Rd8', 'Nxh5'], ['Rd3+', 'Kg4'], ['Kf2', 'Nf4'], ['Rg3+', 'Kf5']]",1/2-1/2
Open,Reykjavik ISL,2002.03.08,2,"Ehlvest,J","Ivanov,MM",,,C46,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nc3', 'Nc6'], ['g3', 'd5'], ['exd5', 'Nxd5'], ['Bg2', 'Nxc3'], ['bxc3', 'Bc5'], ['O-O', 'O-O\n'], ['Re1', 'Bg4'], ['h3', 'Bh5'], ['Qe2', 'Qd6'], ['g4', 'Bg6'], ['Ng5', 'Rae8'], ['Ne4', 'Bxe4'], ['Qxe4', 'Re6\n'], ['d3', 'b6'], ['Qd5', 'Ne7'], ['Qxd6', 'Bxd6'], ['d4', 'Ng6'], ['Bd2', 'h6'], ['Re4', 'Nf4'], ['Bh1', 'exd4\n'], ['cxd4', 'Rxe4'], ['Bxe4', 'Re8'], ['Bc6', 'Re2'], ['Rd1', 'g5'], ['Kf1', 'Re7'], ['c4', 'Ng6'], ['Rb1', 'Nf4\n'], ['Rb3', 'Kg7'], ['a4', 'Ne6'], ['Be3', 'Bf4'], ['a5', 'Nd8'], ['Bg2', 'Ne6'], ['Bf3', 'Bd6'], ['Rb5', 'Re8\n'], ['Bc6', 'Rd8'], ['c5', 'Bf4'], ['cxb6', 'cxb6'], ['axb6', 'axb6'], ['d5', 'Nc7'], ['Bxb6', 'Nxb5'], ['Bxd8', 'Nd6\n'], ['Ke2', 'h5'], ['Bd7', 'h4'], ['Be7', 'f6'], ['Be6', 'Nb7'], ['Bb4', 'Nd6'], ['Bc3', 'Ne4'], ['Bd4', 'Be5\n'], ['Be3', 'Kf8'], ['f3', 'Ng3+'], ['Kd3', 'Ke7'], ['Bc8', 'Nf1'], ['Bc1', 'Kd6'], ['Bb7', 'Ke7'], ['Ba6', 'Ng3\n'], ['Be3', 'Nf1'], ['Bc5+', 'Bd6'], ['Bd4', 'Ng3'], ['Kc2', 'Be5'], ['Bc5+', 'Bd6'], ['Be3', 'Kd7'], ['Bd3', 'Kc7\n'], ['Kb3', 'Bf4'], ['Ba7', 'Nh1'], ['Kc4', 'Be5'], ['Kb5', 'Ng3'], ['Bb6+', 'Kd7'], ['Bc5', 'Kc7'], ['Be7', 'Kd7\n'], ['Bb4', 'Nh1'], ['Bf5+', 'Kc7'], ['Be7', 'Ng3'], ['Kc5', 'Nxf5'], ['gxf5', 'Kd7'], ['Bf8', 'Bb2'], ['Kc4', 'Be5\n'], ['Bc5', 'Bc7'], ['Kd3', 'Be5'], ['Ke4', 'Bc7'], ['Be3', 'Ke7'], ['f4', 'gxf4'], ['Bf2', 'Kf7'], ['Bxh4', 'Be5\n'], ['Be1', 'Kg7'], ['Bd2', '']]",1-0
Open,Reykjavik ISL,2002.03.09,3,"Berg,E","Ehlvest,J",,,B82,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'd6'], ['Nc3', 'Nf6'], ['f4', 'Nc6'], ['Be3', 'e5\n'], ['Nf3', 'Ng4'], ['Qd2', 'Nxe3'], ['Qxe3', 'exf4'], ['Qxf4', 'Be7'], ['Nd5', 'Be6'], ['O-O', 'O-O'], ['Rae1', 'b5\n'], ['a3', 'Ra7'], ['Kh1', 'h6'], ['Nxe7+', 'Rxe7'], ['e5', 'Nxe5'], ['Nxe5', 'dxe5'], ['Rxe5', 'Rfe8'], ['Qe4', 'g6\n'], ['Qh4', 'Bc4'], ['Rxe7', 'Qxe7'], ['Qxh6', 'Bxd3'], ['cxd3', 'Qe3'], ['Qh4', 'Qxd3'], ['Qf6', 'Qc4'], ['h3', 'Qe6\n'], ['Rf4', 'a5'], ['b3', 'Qxf6'], ['Rxf6', 'Re3'], ['Ra6', 'Rxb3'], ['Rxa5', 'Kg7'], ['a4', 'bxa4'], ['Rxa4', 'f5\n'], ['Kg1', 'Kf6'], ['Kf2', 'Kg5'], ['Rc4', 'Rb5'], ['Kg3', 'Kh5'], ['Rh4+', 'Kg5'], ['Ra4', 'Rb3+'], ['Kf2', 'Kh5\n'], ['Rc4', 'Ra3']]",1/2-1/2
Open,Reykjavik ISL,2002.03.10,4,"Ehlvest,J","Lobron,E",,,C07,"[['d4', 'e6'], ['e4', 'd5'], ['Nd2', 'c5'], ['Ngf3', 'cxd4'], ['exd5', 'Qxd5'], ['Bc4', 'Qd6'], ['O-O', 'Nf6'], ['Re1', 'Be7\n'], ['Nb3', 'Nc6'], ['Nbxd4', 'Nxd4'], ['Nxd4', 'O-O'], ['c3', 'e5'], ['Nf3', 'Qc7'], ['Qb3', 'Bd6'], ['h3', 'h6\n'], ['Be3', 'Bd7'], ['Rad1', 'e4'], ['Nd2', 'Bc6'], ['Bb5', 'Bd5'], ['Bc4', 'Bc6'], ['Bd4', 'Bh2+'], ['Kh1', 'Be5\n'], ['Nf1', 'b5'], ['Be2', 'Rad8'], ['Ne3', 'Bxd4'], ['Rxd4', 'Rxd4'], ['cxd4', 'Qb7'], ['Rc1', 'Rd8'], ['Rc5', 'Nd7\n'], ['Rf5', 'Nf6'], ['Rxf6', 'gxf6'], ['Nf5', 'Qc7'], ['Qc3', 'Rd7'], ['Qc1', 'Rd5'], ['Bg4', 'Rxf5'], ['Bxf5', 'e3\n'], ['Qxe3', 'Kg7'], ['a3', 'Bd5'], ['Bd3', 'a6'], ['Kg1', 'Qd6'], ['Qe2', 'Kf8'], ['Qh5', '']]",1-0
Open,Reykjavik ISL,2002.03.11,5,"Votava,J","Ehlvest,J",,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'd6'], ['c4', 'Nf6'], ['Nc3', 'Bd7'], ['O-O', 'Nc6\n'], ['Nxc6', 'Bxc6'], ['Be3', 'Be7'], ['f3', 'O-O']]",1/2-1/2
Open,Reykjavik ISL,2002.03.12,6,"Ehlvest,J","Neverov,V",,,B51,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Nd7'], ['d4', 'cxd4'], ['Qxd4', 'Nf6'], ['Nc3', 'g6'], ['e5', 'dxe5'], ['Nxe5', 'Bg7\n'], ['Bf4', 'O-O'], ['O-O-O', 'Qa5'], ['Qa4', 'Qxa4'], ['Nxa4', 'Nxe5'], ['Bxe5', 'Ne4'], ['Bxg7', 'Kxg7\n'], ['Rhe1', 'Nd6'], ['Bf1', 'Kf6'], ['c4', 'Be6'], ['b3', 'Rac8'], ['Kb2', 'Rfd8'], ['Nc3', 'h5'], ['Be2', 'Nf5\n'], ['Bf3', 'Rxd1'], ['Rxd1', 'Nd6'], ['h4', 'b6'], ['g3', 'Rc5'], ['Bd5', 'Bf5'], ['Na4', 'Rc7'], ['Bf3', 'Ne4\n'], ['Nc3', 'Nxc3'], ['Kxc3', 'Be6'], ['Rd8', 'Rc8'], ['Rxc8', 'Bxc8'], ['c5', 'Ke6'], ['cxb6', 'axb6'], ['Bc6', 'Kd6\n'], ['Be8', 'Be6'], ['a4', 'Bd5'], ['b4', 'e5'], ['Bb5', 'f6'], ['Be8', 'Be4'], ['Bf7', 'Ke7'], ['Bb3', 'g5'], ['Bd1', 'gxh4\n'], ['gxh4', 'Bg6'], ['Kc4', 'Kd6'], ['Kb5', 'Kc7'], ['Ka6', 'Kc6'], ['Be2', 'Bc2'], ['Bxh5', 'e4'], ['Be8+', 'Kc7\n'], ['h5', 'Bb3'], ['h6', '']]",1-0
Open,Reykjavik ISL,2002.03.13,7,"Gretarsson,H","Ehlvest,J",,,D37,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Be7'], ['Bf4', 'O-O'], ['e3', 'c5'], ['dxc5', 'Bxc5'], ['a3', 'Nc6\n'], ['b4', 'Nxb4'], ['axb4', 'Bxb4'], ['Qb3', 'a5'], ['Be5', 'Nd7'], ['Bd4', 'Re8'], ['cxd5', 'e5'], ['Nxe5', 'Nxe5\n'], ['Bb5', 'Nc6'], ['Bxg7', 'Kxg7'], ['dxc6', 'Qd4'], ['Rc1', 'Rxe3+'], ['fxe3', 'Qxe3+'], ['Kd1', 'Be6\n'], ['Qb2', 'Rd8+'], ['Nd5+', 'Kg8']]",0-1
FIDE GP,Dubai UAE,2002.04.03,1.4,"Bacrot,E","Ehlvest,J",,,A40,"[['d4', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'Qe7'], ['Nf3', 'b6'], ['e4', 'Bb7'], ['Bd3', 'Bxd2+'], ['Nbxd2', 'd6'], ['O-O', 'Nd7\n'], ['b4', 'Nh6'], ['a4', 'a5'], ['bxa5', 'Rxa5'], ['Nb3', 'Ra8'], ['a5', 'O-O'], ['Qc2', 'c5'], ['d5', 'Ng4'], ['h3', 'Ngf6\n'], ['Rfb1', 'exd5'], ['exd5', 'Rfb8'], ['Bf5', 'g6'], ['Bxd7', 'Nxd7'], ['axb6', 'Rxa1'], ['Rxa1', 'Nxb6\n'], ['Re1', 'Qf8'], ['Na5', 'Ba8'], ['Qe4', 'Nd7'], ['Qe7', 'Rd8'], ['Ng5', 'Ne5'], ['Qxf8+', 'Rxf8'], ['Rb1', 'Rd8\n'], ['Rb6', 'Nxc4'], ['Nxc4', 'Bxd5'], ['Rxd6', 'Rxd6'], ['Nxd6', 'c4'], ['Nb5', 'f6'], ['Nf3', 'Bxf3'], ['gxf3', 'Kf7\n'], ['Nd6+', 'Ke6'], ['Nxc4', '']]",1-0
FIDE GP,Dubai UAE,2002.04.03,1.2,"Bacrot,E","Ehlvest,J",,,D35,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Be7'], ['cxd5', 'exd5'], ['Bf4', 'Nf6'], ['e3', 'O-O'], ['Bd3', 'c5'], ['Nf3', 'Nc6\n'], ['dxc5', 'Bxc5'], ['O-O', 'd4'], ['Na4', 'Bd6'], ['Bxd6', 'Qxd6'], ['exd4', 'Rd8'], ['Be2', 'Nxd4'], ['Nxd4', 'Qxd4\n'], ['Qxd4', 'Rxd4'], ['Rfd1', 'Rxd1+'], ['Rxd1', 'Bd7'], ['Nc3', '']]",1/2-1/2
FIDE GP,Dubai UAE,2002.04.03,1.1,"Ehlvest,J","Bacrot,E",,,B44,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e6'], ['Nb5', 'd6'], ['c4', 'Nf6'], ['N1c3', 'a6'], ['Nd4', 'Be7\n'], ['Be2', 'O-O'], ['O-O', 'd5'], ['exd5', 'exd5'], ['cxd5', 'Nxd5'], ['Nxc6', 'bxc6'], ['Nxd5', 'cxd5'], ['Be3', 'a5\n'], ['Bf3', 'Ba6'], ['Re1', 'Bb4'], ['Bd2', 'Bc5'], ['Bc3', 'd4'], ['Bxa8', 'dxc3'], ['Bd5', 'Qf6'], ['bxc3', 'Bxf2+']]",1/2-1/2
FIDE GP,Dubai UAE,2002.04.03,1.3,"Ehlvest,J","Bacrot,E",,,D46,"[['d4', 'd5'], ['c4', 'c6'], ['e3', 'Nf6'], ['Nf3', 'e6'], ['Bd3', 'Nbd7'], ['O-O', 'Bd6'], ['Nc3', 'O-O'], ['h3', 'e5\n'], ['cxd5', 'cxd5'], ['dxe5', 'Nxe5'], ['b3', 'Qe7'], ['Nd4', 'Nc6'], ['Ncb5', 'Nxd4'], ['exd4', 'Re8'], ['Nxd6', 'Qxd6\n'], ['Qf3', 'Ne4'], ['Bf4', 'Qf6'], ['Bxe4', 'Rxe4'], ['Rfe1', 'Qxd4'], ['Qg3', 'Qf6'], ['Rxe4', 'dxe4'], ['Rc1', 'Bd7\n'], ['Rd1', 'Bc6'], ['Be5', 'Qg6'], ['Qxg6', 'hxg6'], ['Bc7', 'f6'], ['Rd8+', 'Rxd8'], ['Bxd8', 'Kf7'], ['Kf1', 'g5\n'], ['Ke2', 'Ke6'], ['Ba5', 'Bb5+'], ['Ke3', 'Bf1'], ['g3', 'Kf5'], ['Bc3', 'Bxh3'], ['a4', 'Bg4'], ['b4', 'Bd1\n'], ['a5', 'a6'], ['Bd4', 'Ba4'], ['Bc5', 'Bc6'], ['Bf8', 'Kg6'], ['Bd6', 'Kf7'], ['Kd4', 'g6'], ['Bc7', 'Ke7\n'], ['Ke3', 'Kd7'], ['Bb6', 'Ke6'], ['Bd8', 'Ke5'], ['Be7', 'g4'], ['Bd8', 'f5'], ['Bg5', 'Kd5'], ['Be7', 'Kc4\n'], ['Bf8', 'g5'], ['Be7', 'Kc3'], ['Bd6', 'Bd7'], ['Be7', '']]",1/2-1/2
Open,Dubai UAE,2002.04.15,1,"Alibaev,A","Ehlvest,J",,,A40,"[['c4', 'e6'], ['Nc3', 'b6'], ['d4', 'Bb4'], ['Qc2', 'c5'], ['dxc5', 'bxc5'], ['a3', 'Bxc3+'], ['Qxc3', 'Nf6'], ['Bg5', 'Nc6\n'], ['Nf3', 'h6'], ['Bxf6', 'Qxf6'], ['Qxf6', 'gxf6'], ['e3', 'Ke7'], ['O-O-O', 'Rb8'], ['Kc2', 'Rb6'], ['Nd2', 'd6\n'], ['b3', 'Bd7'], ['Be2', 'Rhb8'], ['f4', 'a5'], ['Bf3', 'a4'], ['bxa4', 'Na5'], ['Rb1', 'Nxc4'], ['Rxb6', 'Bxa4+\n'], ['Kc3', 'Nxb6'], ['Rb1', 'd5'], ['g4', 'Kd6'], ['h4', 'Kc7'], ['g5', 'fxg5'], ['fxg5', 'hxg5'], ['hxg5', 'Rg8\n'], ['Rg1', 'Nd7'], ['Bh5', 'Ne5'], ['Nf3', 'Nxf3'], ['Bxf3', 'Kd6'], ['Bh5', 'Ke7'], ['Rb1', 'Rxg5'], ['Rb7+', 'Bd7\n'], ['Bxf7', 'Rg3'], ['Kd2', 'Rg2+'], ['Kc3', 'Re2'], ['Kd3', 'Ra2'], ['Ra7', 'Kxf7'], ['Rxd7+', 'Kf6'], ['Ra7', 'Ke5\n'], ['a4', 'c4+'], ['Kc3', 'Ra3+']]",0-1
Open,Dubai UAE,2002.04.16,2,"Ehlvest,J","Vokarev,S",,,A16,"[['c4', 'Nf6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['g3', 'g6'], ['Bg2', 'Nb6'], ['d3', 'Bg7'], ['Be3', 'O-O'], ['Qd2', 'Re8\n'], ['Bh6', 'Bh8'], ['Rc1', 'e5'], ['h4', 'c6'], ['h5', 'N8d7'], ['hxg6', 'hxg6'], ['Nf3', 'Nf6'], ['Bg5', 'Bg7\n'], ['Bh6', 'Bh8'], ['Ng5', 'Ng4'], ['Nge4', 'Nxh6'], ['Qxh6', 'Bg7'], ['Qh7+', 'Kf8'], ['O-O', 'Nd5'], ['a3', 'Bg4\n'], ['Bh3', 'Bxh3'], ['Qxh3', 'f5'], ['Nxd5', 'cxd5'], ['Nc5', 'b6'], ['Na6', 'Rc8'], ['e4', 'dxe4'], ['dxe4', 'Rxc1\n'], ['Rxc1', 'Qd2'], ['Qf1', 'fxe4'], ['Nc7', 'Re7'], ['Rd1', 'Qc2'], ['Rd8+', 'Kf7'], ['Nd5', 'Qd2'], ['Qb1', 'e3\n'], ['fxe3', 'Qe2'], ['Qf1+', 'Qxf1+'], ['Kxf1', 'Re8'], ['Rxe8', 'Kxe8'], ['e4', 'Kd7'], ['Ke2', 'b5'], ['Kd3', '']]",1/2-1/2
Open,Dubai UAE,2002.04.17,3,"El Taher,F","Ehlvest,J",,,B80,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['g3', 'a6'], ['Bg2', 'Be7'], ['O-O', 'Qc7\n'], ['a4', 'Nc6'], ['Be3', 'O-O'], ['h3', 'Ne5'], ['g4', 'h6'], ['Qe2', 'Nc4'], ['Bc1', 'Bd7'], ['Kh1', 'Rac8\n'], ['f4', 'Nh7'], ['Qf2', 'Qd8'], ['Rd1', 'Qa5'], ['Nb3', 'Qc7'], ['Nd4', 'Rfe8'], ['b3', 'Na5'], ['Bb2', 'Nc6\n'], ['Nde2', 'Qb8'], ['Rd2', 'b5'], ['axb5', 'axb5'], ['Rad1', 'Rc7'], ['Ng1', 'b4'], ['Na4', 'Na5'], ['Nb6', 'Bc6\n'], ['Ra1', 'Ra7'], ['Bd4', 'Bf6'], ['Rad1', 'Ra6'], ['Be3', 'Bd8'], ['Ra1', 'Nf6'], ['e5', 'Bxg2+'], ['Qxg2', 'dxe5\n'], ['fxe5', 'Qxe5'], ['Bd4', 'Qb5'], ['Na4', 'Nc6'], ['Bb2', 'Nd5'], ['Qf3', 'Bf6'], ['Bxf6', 'Nxf6'], ['Ne2', 'Raa8\n'], ['Rad1', 'Rac8'], ['Ng3', 'Ne5'], ['Qg2', 'Nd5'], ['Qe4', 'Nd7'], ['Qf3', 'N7f6'], ['Ne2', 'e5'], ['Rxd5', 'Nxd5\n'], ['Rxd5', 'e4'], ['Qxf7+', 'Kxf7'], ['Rxb5', 'Rxc2'], ['Ng3', 'e3'], ['Rf5+', 'Kg8'], ['Rf1', 'e2'], ['Re1', 'Re3\n'], ['Kh2', 'Rxb3'], ['Kg2', 'Ra3'], ['Nb6', 'b3']]",0-1
Open,Dubai UAE,2002.04.18,4,"Ehlvest,J","Kiriakov,P",,,D53,"[['d4', 'e6'], ['Nf3', 'Nf6'], ['c4', 'd5'], ['Nc3', 'Nbd7'], ['Bg5', 'Be7'], ['e3', 'h6'], ['Bh4', 'Ne4'], ['Bxe7', 'Qxe7\n'], ['Rc1', 'Nxc3'], ['bxc3', 'O-O'], ['cxd5', 'exd5'], ['c4', 'dxc4'], ['Bxc4', 'Nb6'], ['Bb3', 'Be6'], ['O-O', 'Rac8\n'], ['Re1', 'Rfd8'], ['Qc2', 'Bxb3'], ['Qxb3', 'Rd5'], ['e4', 'Ra5'], ['d5', 'c6'], ['Nd4', 'cxd5'], ['Nf5', 'Qe5\n'], ['Rxc8+', 'Nxc8'], ['f4', 'Qf6'], ['Qxb7', 'Qb6+']]",1/2-1/2
Open,Dubai UAE,2002.04.19,5,"Timofeev,Ar","Ehlvest,J",,,B06,"[['e4', 'd6'], ['d4', 'g6'], ['Nc3', 'c6'], ['f4', 'd5'], ['Nf3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'e6'], ['Bd3', 'Nf6\n'], ['e5', 'Nfd7'], ['Ne2', 'c5'], ['c4', 'Nb6'], ['cxd5', 'Nxd5'], ['Be4', 'Nc6'], ['Bxd5', 'exd5'], ['O-O', 'cxd4\n'], ['f5', 'Nxe5'], ['Qg3', 'Nc6'], ['Bg5', 'Be7'], ['Bh6', 'Qd6'], ['Qf3', 'gxf5'], ['Bf4', 'Qg6'], ['Qxd5', 'Rg8\n'], ['Ng3', 'Rd8'], ['Qb5', 'Rd7'], ['Rf3', 'h5'], ['Rf2', 'd3'], ['Re1', 'Nd4'], ['Qe5', 'Kf8'], ['Qb8+', 'Kg7\n'], ['Qxa7', 'Bh4'], ['Re3', 'Kh7'], ['Rxd3', 'Ne2+'], ['Rxe2', 'Rxd3'], ['Nf1', 'Qc6'], ['Qa5', 'b5'], ['Qa7', 'Rg7\n'], ['Kh2', 'Qc4'], ['Qb8', 'Rxh3+'], ['Kxh3', 'Qxe2'], ['Ne3', 'Bf2']]",0-1
Open,Dubai UAE,2002.04.22,6,"Ehlvest,J","Acs,P",,,D30,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['e3', 'Be7'], ['b3', 'O-O'], ['Bd3', 'dxc4'], ['bxc4', 'c5'], ['O-O', 'b6\n'], ['e4', 'Bb7'], ['d5', 'exd5'], ['exd5', 'Ne8'], ['Qc2', 'h6'], ['Nc3', 'Nd6'], ['Re1', 'Na6'], ['a3', 'Nc7\n'], ['Bf4', 'Re8'], ['h3', 'b5'], ['Rab1', 'Rb8'], ['cxb5', 'c4'], ['Bf1', 'Bf6'], ['Rxe8+', 'Ncxe8'], ['Ne5', 'Bxe5\n'], ['Bxe5', 'Bc8'], ['Qd2', 'Bf5'], ['Re1', 'Rb7'], ['a4', 'Bg6'], ['Bd4', 'Nf6'], ['Qf4', 'Rd7'], ['g4', 'Nfe4\n'], ['Nxe4', 'Nxe4'], ['Rxe4', 'Rxd5'], ['Bc3', '']]",1-0
Open,Dubai UAE,2002.04.23,7,"Vladimirov,E","Ehlvest,J",,,D56,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Be7'], ['Bg5', 'O-O'], ['e3', 'h6'], ['Bh4', 'Ne4'], ['Bxe7', 'Qxe7\n'], ['Qc2', 'Nxc3'], ['Qxc3', 'c6'], ['Bd3', 'Nd7'], ['O-O', 'dxc4'], ['Bxc4', 'b6'], ['Be2', 'c5'], ['Rfd1', 'Bb7\n'], ['Rac1', '']]",1/2-1/2
Open,Dubai UAE,2002.04.24,8,"Ehlvest,J","Goloshchapov,A",,,A16,"[['c4', 'Nf6'], ['Nf3', 'g6'], ['Nc3', 'd5'], ['Qa4+', 'Bd7'], ['Qb3', 'dxc4'], ['Qxc4', 'Bg7'], ['e4', 'Bc6'], ['Bd3', 'Nbd7\n'], ['Bc2', 'e5'], ['O-O', 'O-O'], ['Rd1', 'Qe7'], ['d4', 'exd4'], ['Nxd4', 'Bxe4'], ['Nxe4', 'Nxe4'], ['Bf4', 'Nec5\n'], ['Nb5', '']]",1/2-1/2
Open,Dubai UAE,2002.04.25,9,"Ehlvest,J","Volkov,S",,,D13,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['cxd5', 'cxd5'], ['Nc3', 'Nc6'], ['Bf4', 'a6'], ['e3', 'Bg4'], ['Be2', 'e6\n'], ['Ne5', 'Bxe2'], ['Qxe2', 'Rc8'], ['O-O', 'Bd6'], ['Nd3', '']]",1/2-1/2
11th Open,Chicago USA,2002.05.26,4,"Goldin,A","Ehlvest,J",,,D12,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['e3', 'Bf5'], ['Nc3', 'e6'], ['Nh4', 'Be4'], ['f3', 'Bg6'], ['Qb3', 'Qc7\n'], ['Bd2', 'Nbd7'], ['cxd5', 'Nxd5'], ['g3', 'Bh5'], ['Be2', 'Be7'], ['Ng2', 'Qb6'], ['Nxd5', 'exd5'], ['Nf4', 'Bg6\n'], ['h4', 'Qxb3'], ['axb3', 'Nb6'], ['Kf2', 'Bc2'], ['b4', 'a6'], ['Rhc1', 'Bf5'], ['b3', 'O-O'], ['Nd3', 'Rae8\n'], ['Nc5', 'Bc8'], ['Bf1', 'f5'], ['Re1', 'Bd6'], ['Nd3', '']]",1/2-1/2
FIDE GP,Moscow RUS,2002.06.01,1.2,"Ehlvest,J","Kasparov,G",,,A15,"[['c4', 'Nf6'], ['g3', 'c6'], ['b3', 'e5'], ['Bb2', 'e4'], ['Bxf6', 'Qxf6'], ['Nc3', 'Qe5'], ['Bg2', 'f5'], ['e3', 'Na6\n'], ['Nge2', 'Nc5'], ['O-O', 'Be7'], ['Rb1', 'O-O'], ['d4', 'exd3'], ['Nd4', 'Bf6'], ['Na4', 'Nxa4'], ['bxa4', 'b6\n'], ['Qxd3', 'Ba6'], ['Rfd1', 'g6'], ['Rbc1', 'Rad8'], ['Qb3', 'Kh8'], ['h4', 'Qc5'], ['Ne2', 'Be5'], ['Rc2', 'Qe7\n'], ['Nc1', 'h6'], ['Nd3', 'Bc7'], ['Nb4', 'Bc8'], ['Rcd2', 'Qf6'], ['Nd3', 'g5'], ['hxg5', 'hxg5'], ['a5', 'Rde8\n'], ['axb6', 'axb6'], ['a4', 'Re7'], ['Ne1', 'f4'], ['exf4', 'gxf4'], ['g4', 'Rg7'], ['f3', 'Re8'], ['Nc2', 'Rge7\n'], ['Qd3', 'Ba6'], ['Bf1', 'Rh7'], ['Re2', 'Rd8'], ['Rh2', 'Rxh2'], ['Kxh2', 'd5'], ['Qb3', 'dxc4'], ['Rxd8+', 'Bxd8\n'], ['Bxc4', 'Qh4+'], ['Kg2', 'Qg3+'], ['Kf1', 'Bxc4+'], ['Qxc4', 'Qxf3+'], ['Ke1', 'Bf6']]",0-1
