TCh-CHN Men,"Suzhou, Jiangsu CHN",2001.03.26,1,Ding Liren,Wu Wenjin,,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'Nd6'], ['Bxc6', 'dxc6'], ['dxe5', 'Nf5'], ['Qxd8+', 'Kxd8\n'], ['Nc3', 'h6'], ['Bd2', 'Be6'], ['Rad1', 'Kc8'], ['Rfe1', 'b6'], ['a3', 'Kb7'], ['Bc1', 'Re8'], ['h3', 'c5\n'], ['Ne4', 'Ne7'], ['b3', 'a5'], ['Nc3', 'Nc6'], ['Bb2', 'c4'], ['bxc4', 'Bxc4'], ['Ne4', 'Be6'], ['Rd2', 'Be7\n'], ['Red1', 'Rd8'], ['Kf1', 'Rxd2'], ['Rxd2', 'a4'], ['Nd4', 'Nxd4'], ['Rxd4', 'b5'], ['f4', 'h5'], ['Kf2', 'Kc6\n'], ['Kf3', 'g6'], ['Ke3', 'Rd8'], ['Rxd8', 'Bxd8'], ['Kd4', 'Be7'], ['Bc1', 'Bf5'], ['Bb2', 'b4'], ['axb4', 'Bxb4\n'], ['c3', 'a3'], ['Ba1', 'Be7'], ['c4', 'Bxe4'], ['Kxe4', 'Kc5'], ['Kd3', 'Kb4'], ['g4', 'hxg4'], ['hxg4', 'Kb3\n'], ['f5', 'gxf5'], ['gxf5', 'Ka2'], ['Bc3', 'Kb1'], ['e6', 'fxe6'], ['fxe6', 'a2'], ['Ke4', 'Ba3'], ['Kd3', 'c6\n'], ['Bd4', 'a1=Q'], ['Bxa1', 'Kxa1'], ['Kd4', 'Be7'], ['c5', 'Kb2'], ['Kc4', 'Ka3']]",0-1
4th Sinquefield Cup 2016,Saint Louis USA,2016.08.08,4.3,Ding Liren,"Anand,V",,,A14,"[['c4', 'c5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['g3', 'd5'], ['cxd5', 'Nxd5'], ['Bg2', 'e6'], ['O-O', 'Be7'], ['d4', 'O-O\n'], ['Nxd5', 'exd5'], ['dxc5', 'Bxc5'], ['Bg5', 'Qd7'], ['Rc1', 'Bb6'], ['Bd2', 'Qe7'], ['Bc3', 'Rd8'], ['e3', 'Bf5\n'], ['Re1', 'Be4'], ['Re2', 'Rd7'], ['Rd2', 'Rad8'], ['Qe2', 'Rd6'], ['Rcd1', 'h6'], ['h4', 'Qe6'], ['Nd4', 'Nxd4\n'], ['Bxd4', 'Ba5'], ['Bc3', 'Bxc3'], ['bxc3', 'Bxg2'], ['Kxg2', 'Rc8'], ['Qf3', 'Rxc3'], ['Rxd5', 'Rxd5\n'], ['Rxd5', 'Rc8'], ['Ra5', 'Qb6'], ['Re5', 'Kf8'], ['Qf5', 'Re8'], ['Rxe8+', 'Kxe8'], ['Qe5+', 'Kf8'], ['Qb8+', 'Ke7\n'], ['Qe5+', 'Kf8']]",1/2-1/2
4th Sinquefield Cup 2016,Saint Louis USA,2016.08.09,5.2,"Topalov,V",Ding Liren,,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Re8'], ['d4', 'Bb7'], ['Nbd2', 'Bf8'], ['a3', 'h6'], ['Bc2', 'Nb8'], ['b3', 'Nbd7'], ['Bb2', 'Rc8\n'], ['a4', 'b4'], ['cxb4', 'exd4'], ['Bxd4', 'c5'], ['bxc5', 'Nxc5'], ['Qb1', 'a5'], ['b4', 'axb4'], ['Qxb4', 'Ba8\n'], ['a5', 'd5'], ['Bxf6', 'Qxf6'], ['e5', 'Qa6'], ['Qg4', 'Ne6'], ['Bf5', 'Rc5'], ['Bxe6', 'Rxe6'], ['Nb3', 'Rc4\n'], ['Nfd4', 'Bb7'], ['Qf5', 'Re7'], ['e6', 'Bc8'], ['exf7+', 'Rxf7'], ['Qxd5', 'Bb7'], ['Qe6', 'Rb4'], ['Re3', 'Qa8\n'], ['Rc1', 'Bd5'], ['Rc8', 'Bxe6'], ['Rxa8', 'Bc4'], ['Rc8', 'Kh7'], ['Rc3', 'Ba6'], ['Rd8', 'Ra4'], ['Ne6', 'Bb4\n'], ['Rc6', 'Bb5'], ['Rc1', 'Ra2'], ['f3', 'Ba4'], ['Nbd4', 'Bxa5'], ['Ra8', 'Bb6'], ['Kh1', 'Bb3'], ['Rb8', 'Bxe6\n'], ['Rxb6', 'Bf5'], ['Rd6', 'Bg6'], ['Rd8', 'Bf5'], ['Rd6', 'Bg6'], ['Rc8', 'Rb7'], ['Rdd8', 'Bd3'], ['Ne6', 'Bf1\n'], ['Nf8+', 'Kg8'], ['Ng6+', 'Kh7'], ['Nf8+', 'Kg8'], ['Ne6+', 'Kh7'], ['Rh8+', 'Kg6'], ['Nf4+', 'Kg5'], ['Rhf8', 'Rbb2\n'], ['Rc7', 'g6'], ['g3', '']]",1-0
4th Sinquefield Cup 2016,Saint Louis USA,2016.08.11,6.5,Ding Liren,"Svidler,P",,,E60,"[['d4', 'Nf6'], ['c4', 'g6'], ['g3', 'c5'], ['d5', 'Bg7'], ['Bg2', 'O-O'], ['Nc3', 'd6'], ['Nh3', 'a6'], ['a4', 'e6'], ['Nf4', 'exd5\n'], ['Nfxd5', 'Nxd5'], ['Nxd5', 'Nc6'], ['O-O', 'Re8'], ['Ra2', 'Rb8'], ['b3', 'b5'], ['axb5', 'axb5'], ['cxb5', 'Nd4\n'], ['b6', 'Be6'], ['e3', 'Nb5'], ['Bd2', 'Bxd5'], ['Bxd5', 'Qxb6'], ['Qf3', 'Re7'], ['Ba5', 'Qa7'], ['Bd8', 'Rxd8\n'], ['Rxa7', 'Rxa7'], ['Bc4', 'Nc3'], ['Qc6', 'd5'], ['Bd3', 'Ra3'], ['Qb6', 'Rc8'], ['Kg2', 'Bf8'], ['Rc1', 'Na2\n'], ['Ra1', 'Bg7'], ['Rb1', 'Nb4'], ['Bb5', 'Bf8'], ['e4', 'Raa8'], ['Bf1', 'Rab8'], ['Qa7', 'Ra8'], ['Qb7', 'Rab8\n'], ['Qa7', 'Ra8'], ['Qd7', 'c4'], ['bxc4', 'dxe4'], ['Qb7', 'Nc6'], ['Re1', 'Rab8'], ['Qd7', 'Ne5'], ['Qd5', 'Rc5\n'], ['Qxe4', 'Rbc8'], ['Rc1', 'R8c7'], ['Be2', 'Rc8'], ['f4', 'Nd7'], ['Ra1', 'Nf6'], ['Qf3', 'Re8'], ['Ra8', 'Re6\n'], ['Qd3', 'Kg7'], ['Bf3', 'Rd6'], ['Qc3', 'h5'], ['h3', 'Kg8'], ['Qb4', 'Nd7'], ['Bd5', 'Rb6'], ['Qd2', 'Rc7\n'], ['f5', '']]",1-0
4th Sinquefield Cup 2016,Saint Louis USA,2016.08.12,7.5,"Caruana,F",Ding Liren,,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Re8'], ['d4', 'Bb7'], ['Nbd2', 'Bf8'], ['Bc2', 'h6'], ['d5', 'Nb8'], ['b3', 'c6'], ['c4', 'Nbd7'], ['Nf1', 'Qc7\n'], ['Be3', 'a5'], ['Rc1', 'Ba6'], ['cxb5', 'Bxb5'], ['Bd3', 'Qb7'], ['Bxb5', 'cxb5'], ['Ng3', 'Rec8'], ['Qd3', 'h5\n'], ['Rc3', 'b4'], ['Rxc8', 'Rxc8'], ['Rc1', 'Rxc1+'], ['Bxc1', 'Nc5'], ['Qc4', 'g6'], ['Bg5', 'Nfd7'], ['Nd2', 'a4\n'], ['Kh2', 'Qb6'], ['Ne2', 'axb3'], ['axb3', 'Qa5'], ['Ng1', 'Nb6'], ['Qe2', 'Nc8'], ['Ngf3', 'Be7'], ['Be3', 'Nb6\n'], ['Ne1', 'Nbd7'], ['Nc2', 'Qa6'], ['Qxa6', 'Nxa6'], ['Kg1', 'Kf8'], ['Kf1', 'Bd8'], ['Ke2', 'Bb6'], ['Bh6+', 'Ke7\n'], ['f3', 'Ndc5'], ['Be3', 'f5'], ['g4', 'hxg4'], ['hxg4', 'fxg4'], ['fxg4', 'Nd7'], ['Bg5+', 'Ke8'], ['Nc4', 'Bc7\n'], ['Be3', 'Ndc5'], ['Nd2', 'Ba5'], ['Ne1', 'Bb6'], ['Bxc5', 'Bxc5'], ['Nef3', 'Nc7'], ['Ng5', 'Ke7'], ['Kd3', 'Kf6\n'], ['Ndf3', 'Bf2'], ['Nh3', 'Bg3'], ['Nhg1', 'Na6'], ['g5+', 'Ke7'], ['Nd2', 'Kd7'], ['Kc4', 'Kc7'], ['Kb5', 'Nc5\n'], ['Ngf3', 'Nd3'], ['Kc4', 'Nf2'], ['Kxb4', 'Bf4'], ['Kb5', 'Nh3'], ['b4', 'Nxg5'], ['Ka6', 'Nxf3'], ['Nxf3', 'g5\n'], ['b5', 'g4'], ['b6+', 'Kb8'], ['Nh4', 'g3'], ['Nf5', 'g2'], ['Ne7', 'g1=Q'], ['Nc6+', 'Kc8'], ['b7+', 'Kd7\n'], ['b8=Q', 'Qf1+'], ['Kb7', 'Qb5+'], ['Ka8', 'Qa4+'], ['Qa7+', 'Qxa7+'], ['Nxa7', 'Kc7'], ['Nb5+', 'Kb6\n'], ['Nxd6', 'Kc5'], ['Nf5', 'Bg5'], ['Kb7', 'Kc4'], ['d6', 'Kd3'], ['Ng3', 'Ke3'], ['d7', 'Kf3'], ['Nh5', 'Kxe4\n'], ['Kc6', 'Kf3'], ['Ng7', 'e4'], ['Nf5', '']]",1/2-1/2
4th Sinquefield Cup 2016,Saint Louis USA,2016.08.13,8.4,Ding Liren,"Vachier Lagrave,M",,,E60,"[['d4', 'Nf6'], ['c4', 'g6'], ['g3', 'c6'], ['Bg2', 'd5'], ['cxd5', 'cxd5'], ['Nf3', 'Bg7'], ['Nc3', 'Ne4'], ['Qa4+', 'Nc6\n'], ['Ne5', 'Nxc3'], ['bxc3', 'O-O'], ['Nxc6', 'bxc6'], ['O-O', 'Qb6'], ['Ba3', 'Qa6'], ['Qxa6', 'Bxa6'], ['Rfb1', 'Bxe2\n'], ['Bxe7', 'Rfb8'], ['Bd6', 'Rd8'], ['Bc5', 'Bf8'], ['Bxf8', 'Kxf8'], ['Rb2', 'Bd3'], ['Rd1', 'Bf5'], ['Rb7', 'Rdb8\n'], ['Rc7', 'Rc8'], ['Rb7', 'Rcb8'], ['Rc7', 'Rc8'], ['Rb7', '']]",1/2-1/2
4th Sinquefield Cup 2016,Saint Louis USA,2016.08.14,9.4,"Nakamura,Hi",Ding Liren,,,D43,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['Bg5', 'h6'], ['Bh4', 'dxc4'], ['e4', 'g5'], ['Bg3', 'b5'], ['Be2', 'Bb7\n'], ['h4', 'g4'], ['Ne5', 'Nbd7'], ['Nxd7', 'Qxd7'], ['Be5', 'Qe7'], ['b3', 'cxb3'], ['axb3', 'a6'], ['Qc1', 'Rg8\n'], ['O-O', 'Nh5'], ['d5', 'Qxh4'], ['g3', 'Qg5'], ['dxc6', 'Qxe5'], ['cxb7', 'Rb8'], ['Nd5', 'exd5'], ['Qc8+', 'Ke7\n'], ['Rxa6', 'Nxg3'], ['Bxb5', 'Ne2+'], ['Bxe2', 'f6'], ['Re6+', 'Qxe6'], ['Qxb8', '']]",1-0
42nd Olympiad 2016,Baku AZE,2016.09.02,1.3,"Saraci,Nderim",Ding Liren,,,E91,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['c4', 'Bg7'], ['Nc3', 'O-O'], ['e4', 'd6'], ['Be2', 'Na6'], ['O-O', 'e5'], ['d5', 'Nc5\n'], ['Nd2', 'a5'], ['Qc2', 'Bh6'], ['Nb3', 'Bxc1'], ['Raxc1', 'Nfd7'], ['Nxc5', 'Nxc5'], ['Na4', 'b6'], ['Nxc5', 'bxc5\n'], ['Qc3', 'Qg5'], ['Qe3', 'h6'], ['Rc3', 'Bd7'], ['Qxg5', 'hxg5'], ['Rb1', 'Kg7'], ['h3', 'f5'], ['Bd3', 'Rab8\n'], ['Ra3', 'fxe4'], ['Bxe4', 'Rb4'], ['Rc3', 'Bf5'], ['Bc2', 'a4'], ['Bxf5', 'gxf5'], ['a3', 'Rb7'], ['b4', 'cxb4\n'], ['axb4', 'Ra8'], ['Ra3', 'e4'], ['b5', 'Kf6'], ['Kf1', 'Ke5'], ['Rd1', 'f4'], ['Ke2', 'Rba7'], ['Rd2', 'Rg8\n'], ['Rda2', 'g4'], ['hxg4', 'Rxg4'], ['Rxa4', 'Rxa4'], ['Rxa4', 'Rxg2'], ['Kf1', 'Rg8'], ['Ra7', 'Rc8'], ['Ra6', 'f3\n'], ['Rc6', 'Ra8'], ['Ra6', 'Rh8'], ['Kg1', 'Kf4'], ['Ra4', 'Ke5'], ['Ra7', 'Rc8'], ['Ra6', 'Kd4'], ['Ra4', 'Kd3\n'], ['Kf1', 'Rh8'], ['Kg1', 'Rh5'], ['Rb4', 'Kc3'], ['Ra4', 'Kb3'], ['Ra7', 'Kxc4'], ['Rxc7+', 'Kxb5'], ['Re7', 'Re5']]",0-1
42nd Olympiad 2016,Baku AZE,2016.09.04,3.9,Ding Liren,"Leitao,R",,,E11,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'Bb4+'], ['Nbd2', 'O-O'], ['a3', 'Be7'], ['e4', 'd6'], ['Be2', 'c5'], ['d5', 'e5\n'], ['O-O', 'Nbd7'], ['Ne1', 'Ne8'], ['Nd3', 'g6'], ['b4', 'b6'], ['a4', 'a5'], ['bxa5', 'bxa5'], ['Nb1', 'Nc7\n'], ['Nc3', 'Na6'], ['f4', 'exf4'], ['Bxf4', 'Nb4'], ['Nb5', 'Ra6'], ['Bg4', 'Bg5'], ['Bxd6', 'Rxd6'], ['Nxd6', 'Nxd3\n'], ['Qxd3', 'Ne5'], ['Qg3', 'Qxd6'], ['Bxc8', 'Bf6'], ['Qf4', 'Bg7'], ['Bg4', 'Nxc4'], ['e5', 'Nxe5'], ['Be2', 'Qxd5\n'], ['Rfd1', 'Qe6'], ['Rac1', 'Rc8'], ['Bc4', 'Qe7'], ['Qe4', 'h5'], ['Rf1', 'Rc7'], ['Rce1', 'Qd8'], ['Rd1', 'Rd7\n'], ['Rxd7', 'Qxd7'], ['Be2', 'Qc7'], ['Bc4', 'Qd7'], ['h3', 'Kh7'], ['Bb5', 'Qd2'], ['Kh1', 'Qb4'], ['Qxb4', 'cxb4\n'], ['Kg1', 'f5'], ['Kf2', 'f4'], ['Ke2', 'g5'], ['h4', 'Kh6'], ['hxg5+', 'Kxg5'], ['Rc1', 'h4'], ['Bc6', 'b3\n'], ['Be4', 'b2'], ['Rc5', 'f3+'], ['gxf3', 'Kf4'], ['Rb5', 'h3'], ['Rxb2', 'Nxf3'], ['Rb7', 'Kxe4'], ['Rxg7', 'Nd4+\n'], ['Kf2', 'Kd3'], ['Rh7', 'Kc4'], ['Rh4', 'h2'], ['Ke3', 'h1=Q'], ['Rxh1', 'Ne6'], ['Rc1+', 'Kb4'], ['Rb1+', 'Kc4\n'], ['Rb5', 'Nc5'], ['Rxa5', 'Kb4'], ['Rb5+', 'Kc4'], ['Ra5', 'Kb4'], ['Ra8', 'Nxa4'], ['Kd4', 'Kb5'], ['Rxa4', '']]",1/2-1/2
42nd Olympiad 2016,Baku AZE,2016.09.05,4.5,"Rombaldoni,Ax",Ding Liren,,,D43,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['g3', 'dxc4'], ['Bg2', 'Nbd7'], ['O-O', 'b5'], ['e4', 'b4\n'], ['e5', 'Nd5'], ['Ne4', 'N7b6'], ['Re1', 'a5'], ['Nc5', 'Bxc5'], ['dxc5', 'Nd7'], ['Nd2', 'Ba6'], ['Qg4', 'O-O\n'], ['Nxc4', 'f5'], ['Qd4', 'Bxc4'], ['Qxc4', 'Rb8'], ['Bd2', 'Qe7'], ['Rac1', 'Rb5'], ['Qd4', 'Rc8'], ['Be3', 'Nxe3\n'], ['Qxe3', 'Rxc5'], ['Rxc5', 'Qxc5'], ['Qd2', 'Qe7'], ['Qd4', 'c5'], ['Qc4', 'Rc7'], ['f4', 'Nf8'], ['Rd1', 'g5\n'], ['g4', 'Kg7'], ['gxf5', 'exf5'], ['Rd6', 'Ng6'], ['Rf6', 'Nxf4'], ['Rxf5', 'Rd7'], ['Bf3', 'h6'], ['h4', 'Rd4\n'], ['Qc2', 'gxh4'], ['Qh2', 'Ne6'], ['Qg2+', 'Ng5'], ['Bh5', 'Rd3'], ['Qc6', 'Rg3+'], ['Kf1', 'Qd8'], ['Qf6+', 'Qxf6\n'], ['exf6+', 'Kg8'], ['Rxc5', 'Nh7'], ['Rc8+', 'Nf8'], ['Rc4', 'h3'], ['Rh4', 'Nh7'], ['f7+', 'Kg7'], ['Kf2', 'Rg2+\n'], ['Kf1', 'Rxb2'], ['Rxh3', 'Rxa2'], ['Rg3+', 'Ng5'], ['Rd3', 'Rh2']]",0-1
42nd Olympiad 2016,Baku AZE,2016.09.06,5.1,Ding Liren,"Ponomariov,R",,,D37,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Nbd7'], ['Bg5', 'h6'], ['Bh4', 'Be7'], ['Qc2', 'c5'], ['cxd5', 'Nxd5\n'], ['Bxe7', 'Qxe7'], ['Nxd5', 'exd5'], ['dxc5', 'Nxc5'], ['e3', 'O-O'], ['Be2', 'Bg4'], ['O-O', 'Rac8'], ['Rfd1', 'Rfd8\n'], ['Rac1', 'Ne4'], ['Qd3', 'Rc5'], ['Rxc5', 'Qxc5'], ['Nd4', 'Bxe2'], ['Nxe2', 'Qa5'], ['f3', 'Nf6'], ['Qb3', 'Re8\n'], ['Kf2', 'Re6'], ['Rc1', 'g6'], ['a3', 'Kg7'], ['Qc3', 'Qxc3'], ['Rxc3', 'Rb6'], ['b3', 'Ng8'], ['Nd4', 'Ne7\n'], ['b4', 'Nc6'], ['Nb3', 'a5'], ['bxa5', 'Rb5'], ['a4', 'Rb4'], ['a6', 'bxa6'], ['Rxc6', 'Rxb3'], ['Rxa6', 'Rb2+\n'], ['Kg3', 'Re2'], ['a5', 'Rxe3'], ['Rd6', 'Rd3'], ['a6', 'Rd2'], ['f4', 'd4'], ['Kf3', 'd3'], ['Ke3', 'Rxg2\n'], ['h4', 'g5'], ['hxg5', 'hxg5'], ['fxg5', 'Rxg5'], ['Kxd3', 'Ra5'], ['Kc4', 'f5'], ['Kb4', 'Ra1'], ['Kb5', 'f4\n'], ['Rd4', 'f3'], ['Rf4', 'Rb1+'], ['Ka5', 'Ra1+'], ['Kb6', 'Rb1+'], ['Kc7', 'Rc1+'], ['Kb7', 'Rb1+'], ['Kc6', '']]",1/2-1/2
42nd Olympiad 2016,Baku AZE,2016.09.08,6.7,"Perez Ponsa,F",Ding Liren,,,C81,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['Qe2', 'Nc5'], ['Rd1', 'Nxb3'], ['cxb3', 'Be7'], ['Nc3', 'O-O'], ['Be3', 'Qd7'], ['Rd2', 'Nd8'], ['Rc1', 'c6\n'], ['Ne4', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'Re8'], ['Qg3', 'Kh8'], ['Bc5', 'Nb7'], ['Bd4', 'Bf8'], ['Ng5', 'Kg8\n'], ['Qd3', 'g6'], ['Qg3', 'c5'], ['Be3', 'Bg7'], ['Rcd1', 'Rxe5'], ['Qh4', 'h6'], ['Nf3', 'Rh5'], ['Qg4', 'Qc6\n'], ['b4', 'd4'], ['Bf4', 'Rd8'], ['bxc5', 'Qxc5'], ['Ne1', 'Qd5'], ['b4', 'Nd6'], ['Bxd6', 'Rxd6'], ['Nf3', 'Qc4\n'], ['a3', 'd3'], ['Ne1', 'Rhd5'], ['Qf3', 'Qc3'], ['Rxd3', 'Rxd3'], ['Nxd3', 'Qxa3'], ['g3', 'Qb3'], ['Kg2', 'Qc2\n'], ['h4', 'h5'], ['Qa8+', 'Bf8'], ['Qf3', 'Kg7'], ['Kf1', 'Rd4'], ['Kg2', 'Qb3'], ['Qe2', 'Qd5+'], ['Kh2', 'Bd6\n'], ['Qb2', 'Be5'], ['Kg1', 'Qf3'], ['Qc2', 'Bxg3'], ['fxg3', 'Qxg3+'], ['Kf1', 'Qh3+'], ['Ke2', 'Re4+'], ['Kd2', 'Qe3+']]",0-1
42nd Olympiad 2016,Baku AZE,2016.09.09,7.6,Ding Liren,"Howell,D",,,D78,"[['d4', 'Nf6'], ['c4', 'g6'], ['g3', 'c6'], ['Bg2', 'd5'], ['Nf3', 'Bg7'], ['O-O', 'O-O'], ['b3', 'Bf5'], ['Bb2', 'a5'], ['e3', 'a4\n'], ['bxa4', 'dxc4'], ['Ne5', 'Qa5'], ['Nxc4', 'Qxa4'], ['Qe2', 'Bg4'], ['Qd3', 'Bf5'], ['Qe2', 'Bg4'], ['Qd3', 'Bf5\n'], ['Qe2', 'Bg4']]",1/2-1/2
42nd Olympiad 2016,Baku AZE,2016.09.10,8.10,Ding Liren,"Rapport,R",,,D02,"[['Nf3', 'Nc6'], ['d4', 'd5'], ['g3', 'Bf5'], ['Bg2', 'Nb4'], ['Na3', 'e6'], ['O-O', 'h6'], ['c3', 'Nc6'], ['Nc2', 'Be4\n'], ['Nd2', 'Bxg2'], ['Kxg2', 'Nf6'], ['Re1', 'Be7'], ['e4', 'dxe4'], ['Nxe4', 'Qd5'], ['Qf3', 'O-O-O'], ['Nd2', 'Rhe8\n'], ['Ne3', 'Qxf3+'], ['Nxf3', 'b5'], ['a4', 'a6'], ['h4', 'Kb7'], ['g4', 'Bd6'], ['g5', 'hxg5'], ['hxg5', 'Nd7\n'], ['Rh1', 'Rh8'], ['axb5', 'axb5'], ['Bd2', 'Ne7'], ['Rxh8', 'Rxh8'], ['Rh1', 'Rxh1'], ['Kxh1', 'Ng6'], ['Kg2', 'Bf4\n'], ['Kf1', 'c5'], ['Ke2', 'c4'], ['d5', 'Nc5'], ['Nd4', 'Ka6'], ['dxe6', 'fxe6'], ['Nec2', 'e5'], ['Nf5', 'Ka5\n'], ['Nxg7', 'Ne4'], ['Be3', 'Bxg5'], ['Ne6', 'Be7'], ['Kf3', 'Nf6'], ['Bc5', 'Bxc5'], ['Nxc5', 'Nf4'], ['b4+', 'Kb6\n'], ['Ne4', 'Nd7'], ['Kg4', 'Nd3'], ['Kf5', 'Kc6'], ['Ne3', 'Nf4'], ['Ng4', 'Nd3'], ['Nh6', 'Nf4'], ['Ng8', 'Nd5\n'], ['Ke6', 'Nf4+'], ['Kf5', 'Nd5'], ['Ke6', 'Nf4+'], ['Kf7', 'Nb6'], ['Kf6', 'Nd7+'], ['Ke7', 'Nb6'], ['Kd8', 'Nbd5\n'], ['Ne7+', 'Nxe7'], ['Kxe7', 'Kd5'], ['Nf6+', 'Kc6'], ['Ne4', 'Kd5'], ['f3', 'Kc6'], ['Kf6', 'Kd5'], ['Ke7', 'Kc6\n'], ['Kf6', 'Kd5'], ['Kf7', 'Kc6'], ['Ke7', 'Ne2'], ['Ke6', 'Ng1'], ['Nd2', 'Ne2'], ['Ne4', 'Ng1'], ['Nd2', '']]",1/2-1/2
42nd Olympiad 2016,Baku AZE,2016.09.11,9.17,Ding Liren,"Rodgaard,J",,,C11,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['e5', 'Nfd7'], ['f4', 'c5'], ['Nf3', 'Nc6'], ['Be3', 'a6'], ['Qd2', 'b5'], ['a3', 'Qa5\n'], ['Ra2', 'Qb6'], ['Ne2', 'Qc7'], ['c3', 'Be7'], ['Ng3', 'cxd4'], ['cxd4', 'b4'], ['Bd3', 'Qa5'], ['O-O', 'Nb6\n'], ['Qf2', 'g6'], ['Rc1', 'Bd7'], ['Nd2', 'bxa3'], ['Nb3', 'Qb4'], ['Nc5', 'Nc4'], ['bxa3', 'Qa5'], ['Bxc4', 'dxc4\n'], ['Rxc4', 'Rb8'], ['Rc1', 'Bxc5'], ['dxc5', 'Qa4'], ['Rd2', 'Ne7'], ['Rd4', 'Qxa3'], ['Ne4', 'Nd5'], ['Rxd5', 'exd5\n'], ['Nf6+', 'Kd8'], ['c6', 'Bxc6'], ['Bb6+', 'Rxb6'], ['Qxb6+', 'Ke7'], ['Rxc6', '']]",1-0
42nd Olympiad 2016,Baku AZE,2016.09.12,10.11,"Zhigalko,A",Ding Liren,,,A07,"[['Nf3', 'd5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'e5'], ['c4', 'dxc4'], ['Qa4+', 'Nc6'], ['Nxe5', 'Bxe5'], ['Bxc6+', 'bxc6\n'], ['Qxc6+', 'Bd7'], ['Qe4', 'f6'], ['f4', 'Bf5'], ['Qc6+', 'Bd7'], ['Qe4', 'Bf5'], ['Qe3', 'Bh3'], ['Rf3', 'Ne7\n'], ['fxe5', 'Nf5'], ['Qa3', 'Qd4+'], ['Rf2', 'fxe5'], ['Qa4+', 'Ke7'], ['Nc3', 'Raf8'], ['d3', 'cxd3'], ['Bg5+', 'Ke6\n'], ['Qb3+', 'Kd7'], ['Qb5+', 'Kc8'], ['Qa6+', 'Kb8'], ['Bf6', 'Rhg8'], ['exd3', 'Nh6'], ['Qb5+', 'Qb6'], ['Bxe5', 'Qxb5\n'], ['Rxf8+', 'Rxf8'], ['Nxb5', 'Ng4'], ['Bxc7+', 'Kb7'], ['Bf4', 'g5'], ['Bxg5', 'Rf2'], ['Nd6+', 'Kc6\n'], ['Ne4', 'Rg2+'], ['Kh1', 'Rxh2+'], ['Kg1', 'Rg2+'], ['Kh1', 'Rh2+'], ['Kg1', 'Rg2+'], ['Kh1', 'Rxb2\n'], ['Rc1+', 'Kd7'], ['Nf6+', 'Nxf6'], ['Bxf6', 'Rxa2'], ['Ra1', '']]",1/2-1/2
42nd Olympiad 2016,Baku AZE,2016.09.13,11.11,Ding Liren,Nguyen Ngoc Truong Son,,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Qxd2', 'Bb7'], ['Bg2', 'O-O'], ['O-O', 'Ne4\n'], ['Qc2', 'f5'], ['Nfd2', 'd5'], ['cxd5', 'exd5'], ['Nc3', 'Nd7'], ['Ndxe4', 'dxe4'], ['Nb5', 'Nf6'], ['Qxc7', 'Ba6\n'], ['Qc4+', 'Qd5'], ['Qxd5+', 'Nxd5'], ['a4', 'Rfc8'], ['Rfc1', 'Bxb5'], ['axb5', 'Rxc1+'], ['Rxc1', 'Rd8\n'], ['e3', 'Rd7'], ['h4', 'Rc7'], ['Rc6', 'Kf7'], ['g4', 'g6'], ['Rxc7+', 'Nxc7'], ['gxf5', 'gxf5'], ['Bf1', 'Kf6\n'], ['Kg2', 'f4'], ['Bc4', 'Kf5'], ['Bg8', 'Kg6'], ['Kh3', 'h5'], ['Bc4', 'Kf5'], ['Bf7', 'Nxb5'], ['Bxh5', 'fxe3\n'], ['fxe3', 'Nd6'], ['b3', 'a5'], ['Kg3', 'Nb5'], ['Bg4+', 'Kf6'], ['d5', 'Nd6'], ['Kf4', 'Nb7'], ['h5', 'b5\n'], ['Bd7', 'b4'], ['Bc6', 'Nc5'], ['d6', '']]",1-0
