Vienna,Vienna,1910.??.??,?,"Levenfish, Grigory","List, Paul",,,C83,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['c3', 'Be7'], ['Nbd2', 'Bg4'], ['Qe1', 'Nc5'], ['Bc2', 'Qd7'], ['Nd4', 'Nxd4'], ['cxd4', 'Ne6'], ['Nb3', 'c5\n'], ['f4', 'c4'], ['f5', 'cxb3'], ['fxe6', 'fxe6'], ['axb3', 'Qc6'], ['Bd3', 'g6'], ['Qg3', 'Bf5'], ['Bxf5', 'exf5\n'], ['Bh6', 'g5'], ['Bg7', 'Rg8'], ['Bf6', 'Bxf6'], ['Rac1', 'Qb6'], ['exf6', 'Qxd4+'], ['Kh1', 'Qxf6'], ['Rc7', 'Rg7\n'], ['Rxg7', 'Qxg7']]",1-0
Moscow/Leningrad m,Leningrad,1937.??.??,9,"Levenfish, Grigory","Botvinnik, Mikhail",,,C02,"[['e4', 'e6'], ['d4', 'd5'], ['e5', 'c5'], ['Nf3', 'Nc6'], ['Bd3', 'cxd4'], ['O-O', 'Bc5'], ['Nbd2', 'Nge7'], ['Nb3', 'Bb6\n'], ['Bf4', 'Ng6'], ['Bxg6', 'hxg6'], ['Re1', 'Bd7'], ['Bg3', 'Rc8'], ['Re2', 'Ne7'], ['Nbxd4', 'Nf5'], ['Nxf5', 'gxf5\n'], ['Bf4', 'Bb5'], ['Rd2', 'Rc4'], ['g3', 'Qe7'], ['c3', 'Bd7'], ['Rd3', 'Re4'], ['a4', 'f6'], ['a5', 'Bd8'], ['Rd4', 'Qf7\n'], ['exf6', 'gxf6'], ['Nd2', 'e5'], ['Nxe4', 'dxe4'], ['Rxd7', 'Qxd7'], ['Qxd7+', 'Kxd7'], ['Be3', 'a6\n'], ['b4', 'Be7'], ['Rd1+', 'Kc6'], ['h4', 'f4'], ['gxf4', 'exf4'], ['Bxf4', 'Rxh4'], ['Bg3', 'Rg4'], ['Kf1', 'e3\n'], ['Rd3', 'exf2'], ['Kxf2', 'f5'], ['Rf3', 'Rc4'], ['Be5', 'f4'], ['Bxf4', 'Re4'], ['Bd2', 'Bh4+'], ['Kf1', 'Re6\n'], ['Rh3', 'Re4'], ['Rf3', 'Re6'], ['Rf5', 'Rf6'], ['Rxf6+', 'Bxf6'], ['Ke2', 'Kd5'], ['Kd3', 'Bh4'], ['Be3', 'Bf6\n'], ['c4+', 'Kc6'], ['Kc2', 'Bh4'], ['Kb3', 'Bf6'], ['Ka4', 'Bh4'], ['b5+', 'axb5+'], ['cxb5+', 'Kd5'], ['Bb6', 'Bf6\n'], ['Kb3', '']]",1/2-1/2
Moscow/Leningrad m,Leningrad,1937.??.??,10,"Botvinnik, Mikhail","Levenfish, Grigory",,,D94,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'Nf6'], ['e3', 'g6'], ['Nf3', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'b6'], ['b3', 'c5'], ['dxc5', 'Ne4\n'], ['Bxe4', 'dxe4'], ['Qxd8', 'Rxd8'], ['Nd4', 'bxc5'], ['Nde2', 'Bg4'], ['f3', 'exf3'], ['gxf3', 'Bh3\n'], ['Re1', 'Nc6'], ['Ba3', 'Nb4'], ['Rab1', 'Bh6'], ['f4', 'Nc2'], ['Bxc5', 'Nxe1'], ['Rxe1', 'Bf8'], ['Kf2', 'Bg4\n'], ['Rd1', 'Rxd1'], ['Nxd1', 'Rd8'], ['Ndc3', 'Rd2'], ['Ke1', 'Rc2'], ['Kd1', 'Rxc3'], ['Kd2', 'Bxe2'], ['Kxc3', 'a6\n'], ['a4', 'e5'], ['Bxf8', 'Kxf8'], ['b4', 'Ke7'], ['fxe5', 'Kd7'], ['Kd4', 'Kc6'], ['b5+', 'axb5'], ['axb5+', 'Kb6\n'], ['Kd5', 'Bg4'], ['Kd6', 'Be6'], ['c5+', 'Kxb5'], ['c6', 'Kb6']]",0-1
Moscow/Leningrad m,Leningrad,1937.??.??,11,"Levenfish, Grigory","Botvinnik, Mikhail",,,D93,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Bf4', 'Bg7'], ['e3', 'O-O'], ['Nf3', 'c5'], ['dxc5', 'Qa5'], ['Qa4', 'Qxc5\n'], ['Qb5', 'Qxb5'], ['Nxb5', 'Na6'], ['Rd1', 'Be6'], ['Nfd4', 'Bd7'], ['Be5', 'Rfc8'], ['cxd5', 'Nxd5'], ['Bxg7', 'Kxg7\n'], ['e4', 'Ndb4'], ['Nc3', 'Nc5'], ['a3', 'Nc6'], ['Be2', 'Nxd4'], ['Rxd4', 'e5'], ['Rd5', 'Be6'], ['Rd1', 'Bb3\n'], ['Rd2', 'Rd8'], ['f3', 'Ne6'], ['Rf1', 'Nd4'], ['Bd1', 'Bc4'], ['Rff2', 'Rac8'], ['Bc2', 'a6'], ['Bb1', 'b5\n'], ['Ba2', 'Bxa2'], ['Nxa2', 'a5'], ['Rd1', 'f6'], ['Rfd2', 'Kf7'], ['Nc3', 'Ke7'], ['Kf2', 'Rc5'], ['f4', 'Rcc8\n'], ['g3', 'Rc5'], ['Rd3', 'Ke6'], ['R1d2', 'Ke7'], ['Ke3', 'Rcc8'], ['Nd5+', 'Kf7'], ['Nxf6', 'exf4+'], ['gxf4', 'Nf5+\n'], ['exf5', 'Rxd3+'], ['Rxd3', 'Kxf6'], ['fxg6', 'hxg6'], ['Rd6+', 'Kf7'], ['Rd5', 'b4'], ['axb4', 'axb4\n'], ['Rd4', 'b3'], ['Rd3', 'Rh8'], ['Ke4', 'Rxh2'], ['Rxb3', 'Re2+'], ['Kd3', 'Rf2'], ['Ke3', 'Rg2'], ['Rb5', 'Rg1\n'], ['Kd3', 'Rf1'], ['Rb4', 'Rf2'], ['b3', 'Rf3+'], ['Ke4', 'Rg3'], ['Rb5', 'Rg1'], ['Rd5', 'Rb1'], ['Rb5', 'Kf6\n'], ['Rb6+', 'Kf7'], ['Rb8', 'Kf6'], ['Rb6+', 'Kf7'], ['Rb4', 'Kf6'], ['Rb6+', 'Kf7'], ['Rb8', 'Kf6'], ['Rb6+', 'Kf7\n'], ['Rb7+', 'Ke6'], ['Rb6+', 'Kf7'], ['b4', 'Re1+'], ['Kd4', 'Rf1'], ['Ke5', 'Re1+'], ['Kd6', 'Re4'], ['b5', 'Rxf4\n'], ['Rc6', '']]",1-0
Moscow/Leningrad m,Leningrad,1937.??.??,12,"Botvinnik, Mikhail","Levenfish, Grigory",,,A25,"[['c4', 'e5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['e3', 'd6'], ['Nge2', 'Be6'], ['d4', 'Bxc4'], ['d5', 'Nb8\n'], ['Qa4+', 'b5'], ['Nxb5', 'Bxb5'], ['Qxb5+', 'Nd7'], ['e4', 'Ne7'], ['O-O', 'O-O'], ['Nc3', 'Rb8'], ['Qe2', 'c5\n'], ['dxc6', 'Nxc6'], ['Be3', 'Nc5'], ['Qd2', 'Ne6'], ['Rac1', 'Ned4'], ['f4', 'Qa5'], ['f5', 'f6'], ['Rf2', 'Kh8\n'], ['Qd1', 'Rbd8'], ['fxg6', 'hxg6'], ['Qg4', 'Ne7'], ['Bf1', 'd5'], ['Nxd5', 'Nxd5'], ['exd5', 'Nf5'], ['Bc5', 'Bh6\n'], ['b4', 'Qa3'], ['Qxg6', 'Qxc1'], ['Rxf5', 'Bg5'], ['h4', 'Rg8'], ['Qh5+', 'Bh6'], ['Rxf6', 'Kh7'], ['Qf5+', 'Kh8\n'], ['Qh5', 'Kh7'], ['Qf5+', 'Kh8'], ['Qh5', 'Kh7']]",1-0
Moscow/Leningrad m,Leningrad,1937.??.??,13,"Levenfish, Grigory","Botvinnik, Mikhail",,,B14,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Bf4', 'Bg7'], ['e3', 'O-O'], ['Qb3', 'c5'], ['cxd5', 'cxd4'], ['exd4', 'Nbd7\n'], ['Be2', 'Nb6'], ['Bf3', 'Bf5'], ['Rd1', 'Qd7'], ['h3', 'h5'], ['Be5', 'Rfd8'], ['Bxf6', 'exf6'], ['Nge2', 'Rac8\n'], ['O-O', 'Nc4'], ['Ng3', 'Nd6'], ['Rfe1', 'Bf8'], ['Be4', 'Bxe4'], ['Ngxe4', 'Nxe4'], ['Nxe4', 'Kg7'], ['Qf3', 'f5\n'], ['Nc3', 'b5'], ['a3', 'a5'], ['Qg3', 'b4'], ['axb4', 'axb4'], ['Ne2', 'Kh7'], ['Nf4', 'Re8'], ['Qf3', 'Rcd8\n'], ['Re5', 'Bg7'], ['Rde1', 'Rc8'], ['d6', 'Rf8'], ['Rd5', 'Rfe8'], ['Rxe8', 'Rxe8'], ['Nd3', 'Rd8'], ['Nc5', 'Qc6\n'], ['d7', 'Bxd4'], ['Rxd4', 'Qxc5'], ['Qd5', 'Qxd5'], ['Rxd5', 'Kg7'], ['Kf1', '']]",1-0
URS-ch10,Tbilisi,1937.??.??,?,"Kan, Ilia Abramovich","Levenfish, Grigory",,,D42,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Nf6'], ['Nf3', 'c5'], ['cxd5', 'Nxd5'], ['e3', 'Nc6'], ['Bd3', 'Be7'], ['O-O', 'O-O\n'], ['Nxd5', 'Qxd5'], ['e4', 'Qh5'], ['dxc5', 'Rd8'], ['Qe2', 'Bxc5'], ['Bf4', 'b6'], ['a3', 'Bb7'], ['Rfd1', 'Qg4\n'], ['Bg3', 'h5'], ['b4', 'Nd4'], ['Qf1', 'Be7'], ['Nxd4', 'Rxd4'], ['Be2', 'Rxd1'], ['Qxd1', 'Qg5'], ['h4', 'Qf6\n'], ['e5', 'Qg6'], ['Qd7', 'Bxg2'], ['Kxg2', 'Bxh4'], ['Qd3', 'Qxd3'], ['Bxd3', 'Bg5'], ['f4', 'Be7'], ['Rc1', 'a5\n'], ['Be1', 'g6'], ['Rc6', 'Rd8'], ['Be2', 'Rb8'], ['Ba6', 'Kg7'], ['Rc8', 'Rxc8'], ['Bxc8', 'g5'], ['bxa5', 'bxa5\n'], ['a4', 'Bd8'], ['fxg5', 'Kg6'], ['Kf3', 'Kxg5'], ['Ba6', 'h4'], ['Bd2+', 'Kh5'], ['Bf4', 'Kg6'], ['Kg4', 'f6\n'], ['exf6', 'Bxf6'], ['Bd3+', 'Kf7'], ['Bc7', 'Bc3'], ['Kxh4', 'e5'], ['Bf5', 'Kf6'], ['Kg4', 'Bd2'], ['Bd8+', 'Kf7\n'], ['Kf3', '']]",1-0
URS-ch10,Tbilisi,1937.??.??,?,"Kasparian, Genrikh","Levenfish, Grigory",,,B64,"[['e4', 'c5'], ['Ne2', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bg5', 'e6'], ['Qd2', 'Be7'], ['O-O-O', 'O-O\n'], ['f4', 'Qa5'], ['Nb3', 'Qb6'], ['Be2', 'Rd8'], ['g4', 'Bd7'], ['f5', 'Ne5'], ['h4', 'Rac8'], ['Bxf6', 'Bxf6\n'], ['g5', 'Be7'], ['h5', 'Bf8'], ['Rdf1', 'd5'], ['g6', 'dxe4'], ['gxh7+', 'Kh8'], ['f6', 'e3'], ['Qe1', 'gxf6\n'], ['Rxf6', 'Be7'], ['Qf1', 'Rf8'], ['Nd5', 'Qc6'], ['Nxe3', 'Qe4'], ['Rh3', 'Qxh7'], ['h6', 'Rg8'], ['Bh5', 'Rg5\n'], ['Bd1', 'Rcg8'], ['Qf4', 'Bc6'], ['Rh4', 'R8g6'], ['Rf5', 'Rxf5'], ['Nxf5', 'Bg5']]",0-1
URS-ch10,Tbilisi,1937.??.??,?,"Levenfish, Grigory","Bondarevsky, Igor",,,A14,"[['Nf3', 'Nf6'], ['c4', 'e6'], ['g3', 'b6'], ['Bg2', 'Bb7'], ['O-O', 'c5'], ['b3', 'Be7'], ['Bb2', 'O-O'], ['Nc3', 'd5\n'], ['Ne5', 'Qc7'], ['d4', 'dxc4'], ['Nb5', 'Qc8'], ['Bxb7', 'Qxb7'], ['dxc5', 'bxc5'], ['Nd6', 'Bxd6'], ['Qxd6', 'Ne4\n'], ['Qd1', 'c3'], ['Ba3', 'Na6'], ['Qc1', 'Qd5'], ['Nc4', 'Rfd8'], ['Qe3', 'Qd4'], ['Rfc1', 'Qxe3'], ['Nxe3', 'Nd6\n'], ['Rxc3', 'Nb5'], ['Rc4', 'Nxa3'], ['Ra4', 'Nb4'], ['Rxa3', 'Rd2'], ['Kf1', 'g6'], ['Nc4', 'Rc2'], ['Ra5', 'a6\n'], ['a3', 'Nc6'], ['Rxc5', 'Nd4'], ['Rb1', 'Rxe2'], ['b4', 'Rc2'], ['Rd1', 'Rd8'], ['a4', 'Nc6'], ['Rxd8+', 'Nxd8\n'], ['Na5', 'Rxc5'], ['bxc5', 'e5'], ['c6', 'Ne6'], ['Nb7', 'Kf8'], ['Nc5', 'Nc7'], ['Nd7+', 'Ke7'], ['Nxe5', 'Ke6\n'], ['f4', 'f6'], ['Nd7', 'a5'], ['Nc5+', 'Kd6'], ['Nb7+', 'Kxc6'], ['Nxa5+', 'Kc5'], ['Nb7+', 'Kb4'], ['a5', 'Kb5\n'], ['Ke2', 'Ne6'], ['Kd3', 'Kc6'], ['a6', 'Nc7'], ['Na5+', 'Kb5'], ['Nc4', 'Kxa6']]",1/2-1/2
URS-ch10,Tbilisi,1937.??.??,?,"Levenfish, Grigory","Chekhover, Vitaly",,,B15,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Nf6'], ['Nxf6+', 'exf6'], ['Bc4', 'Be7'], ['Ne2', 'Nd7'], ['O-O', 'Nb6\n'], ['Bb3', 'O-O'], ['Be3', 'Nd5'], ['Bd2', 'Bg4'], ['c4', 'Nc7'], ['Be3', 'Bd6'], ['h3', 'Bc8'], ['Nc3', 'Re8\n'], ['c5', 'Bf8'], ['d5', 'cxd5'], ['Nxd5', 'Be6'], ['Nf4', 'Qxd1'], ['Rfxd1', 'Bxb3'], ['axb3', 'a6'], ['Rd7', 'Re7\n'], ['Rad1', 'Rae8'], ['Kf1', 'g6'], ['Rxe7', 'Rxe7'], ['Nd5', 'Nxd5'], ['Rxd5', 'Kg7'], ['Ke2', 'Re5'], ['Rxe5', 'fxe5\n'], ['Kd3', 'Kf6'], ['Kc4', 'Ke6'], ['b4', 'f5'], ['b5', 'f4'], ['Bd2', 'Bh6'], ['Be1', 'e4'], ['bxa6', 'bxa6\n'], ['b4', 'Bg5'], ['Kd4', 'e3'], ['fxe3', 'fxe3'], ['h4', 'Bh6'], ['Ke4', 'g5'], ['Kxe3', 'gxh4+'], ['Kd4', 'Bg5\n'], ['Kc4', 'Bd8'], ['Kd4', 'Bf6+'], ['Ke4', 'Bd8'], ['Bd2', 'Kd7'], ['Kd5', 'Kc7'], ['Be3', 'Bf6'], ['Bf4+', 'Kc8\n'], ['Bd2', 'Kd7'], ['Be1', 'Bg5'], ['Ke5', 'Kc6'], ['Kf5', 'h6'], ['Ke5', 'Be3'], ['Ke4', 'Bg5'], ['Kd4', 'Bf6+\n'], ['Kc4', 'Bg5'], ['Bf2', 'Bf6'], ['Be3', 'Bg5'], ['Kd4', 'Bf6+'], ['Kd3', 'Kb5'], ['Bxh6', 'Kxb4'], ['c6', 'Be5\n'], ['Ke4', '']]",1-0
URS-ch10,Tbilisi,1937.??.??,?,"Levenfish, Grigory","Goglidze, Victor Arsentievich",,,E32,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qc2', 'O-O'], ['e3', 'd6'], ['a3', 'Bxc3+'], ['Qxc3', 'Nbd7'], ['Bd3', 'b6\n'], ['Ne2', 'Bb7'], ['O-O', 'e5'], ['Ng3', 'Re8'], ['b3', 'd5'], ['Bb2', 'c5'], ['dxe5', 'Nxe5'], ['Rfd1', 'Qc7\n'], ['Bf1', 'Rad8'], ['cxd5', 'Rxd5'], ['e4', 'Rxd1'], ['Rxd1', 'Ng6'], ['Nf5', 'Rd8'], ['Qg3', 'Rc8'], ['Be5', 'Qc6\n'], ['f3', 'c4'], ['Bxc4', 'b5'], ['Bf1', 'Qc5+'], ['Bd4', 'Qc2'], ['Re1', 'Ne8'], ['Bxb5', 'Qxb3'], ['Bxe8', 'Rxe8\n'], ['Nxg7', 'Rd8'], ['Nf5', 'Qc4'], ['Qg5', '']]",1-0
URS-ch10,Tbilisi,1937.??.??,?,"Levenfish, Grigory","Ilyin Zhenevsky, Alexander",,,D42,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Nf6'], ['Nf3', 'c5'], ['cxd5', 'Nxd5'], ['e3', 'Nc6'], ['Bd3', 'Be7'], ['O-O', 'O-O\n'], ['a3', 'cxd4'], ['exd4', 'Bf6'], ['Bc2', 'Nxc3'], ['bxc3', 'e5'], ['d5', 'Ne7'], ['Be4', 'Bf5'], ['Bxf5', 'Nxf5\n'], ['Qb3', 'Nd6'], ['Be3', 'Qc7'], ['Nd2', 'Rfc8'], ['c4', 'Nxc4'], ['Ne4', 'Qe7'], ['d6', 'Qe6'], ['Nc5', 'Qxd6\n'], ['Qxc4', 'Be7'], ['Qe4', 'Rxc5'], ['Bxc5', 'Qxc5'], ['Qxb7', 'Rc8'], ['a4', 'f5'], ['Rad1', 'Bf6'], ['Rd7', 'a5\n'], ['Qd5+', 'Kh8'], ['Rd1', 'Qb4'], ['Qb5', 'Qc3']]",1-0
URS-ch10,Tbilisi,1937.??.??,?,"Levenfish, Grigory","Lisitsin, Georgy",,,B74,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be2', 'Bg7'], ['Be3', 'Nc6'], ['Nb3', 'Be6\n'], ['f4', 'Rc8'], ['O-O', 'O-O'], ['Qe1', 'Nb4'], ['Rc1', 'a6'], ['Nd4', 'Bc4'], ['a3', 'Bxe2'], ['Qxe2', 'Nc6\n'], ['Rcd1', 'Nd7'], ['Rf2', 'Na5'], ['Bc1', 'Nc4'], ['Nd5', 'b5'], ['b3', 'Ncb6'], ['Nb4', 'Nc5'], ['e5', 'Qc7\n'], ['Nf3', 'Rcd8'], ['Re1', 'Ne6'], ['Nxa6', 'Qd7'], ['Nb4', 'd5'], ['Rd1', 'Nc5'], ['Nd4', 'f6'], ['e6', 'Qb7\n'], ['f5', 'Ne4'], ['Rf3', 'Ng5'], ['Rg3', 'Ne4'], ['Rh3', 'Ng5'], ['Rh4', 'Na8'], ['Qxb5', 'Qxb5'], ['Nxb5', 'gxf5\n'], ['Nc6', 'Nxe6'], ['Nxe7+', 'Kf7'], ['Nxf5', 'Kg6'], ['Nxg7', 'Nxg7'], ['Rg4+', 'Kf7'], ['Bh6', 'Rg8\n'], ['Rxg7+', 'Rxg7'], ['Bxg7', 'Kxg7'], ['c4', 'Nb6'], ['Nc7', 'Rb8'], ['cxd5', 'Nc8'], ['d6', 'Nxd6'], ['Rxd6', 'Rxb3\n'], ['a4', 'Ra3'], ['Rd4', 'Ra1+'], ['Kf2', 'Ra2+'], ['Kf3', 'Ra3+'], ['Ke4', 'Ra2'], ['Ne6+', 'Kf7'], ['Nf4', '']]",1-0
URS-ch10,Tbilisi,1937.??.??,?,"Levenfish, Grigory","Makogonov, Vladimir Andreevich",,,B85,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'a6'], ['O-O', 'Qc7'], ['a4', 'Nc6\n'], ['Be3', 'Be7'], ['f4', 'O-O'], ['Nb3', 'b6'], ['Bf3', 'Bb7'], ['Qe1', 'Rfe8'], ['Rd1', 'Nd7'], ['Qg3', 'Bf8\n'], ['Rf2', 'Nc5'], ['f5', 'Ne5'], ['Nd4', 'Kh8'], ['Bg5', 'Be7'], ['Bh5', 'Qd8'], ['Bxe7', 'Rxe7'], ['fxe6', 'fxe6\n'], ['Nf3', 'Nxf3+'], ['Bxf3', 'e5'], ['Rfd2', 'Re6'], ['b4', 'Nd7'], ['Bg4', 'Rf6'], ['Rxd6', '']]",1-0
URS-ch10,Tbilisi,1937.??.??,?,"Levenfish, Grigory","Ragozin, Viacheslav",,,B84,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e6'], ['Be2', 'a6'], ['O-O', 'Qc7'], ['a4', 'b6\n'], ['Bg5', 'Nbd7'], ['Bd3', 'Be7'], ['Qd2', 'O-O'], ['Rae1', 'Bb7'], ['Kh1', 'Rac8'], ['Qe2', 'Nc5'], ['Bd2', 'Rfe8\n'], ['b4', 'Nxd3'], ['cxd3', 'd5'], ['e5', 'Nd7'], ['Nb1', 'a5'], ['bxa5', 'bxa5'], ['Nc3', 'Ba6'], ['f4', 'Qb6\n'], ['Ndb5', 'Bb4'], ['Be3', 'Bc5'], ['Bxc5', 'Qxc5'], ['Rc1', 'Bxb5'], ['axb5', 'd4'], ['Na2', 'Qxb5'], ['Qe4', 'Qb2\n'], ['Rxc8', 'Rxc8'], ['f5', 'Nc5'], ['Qg4', 'Qxa2'], ['f6', 'g6'], ['Qf4', 'Qe2'], ['Rc1', 'Qe3'], ['Qxe3', 'dxe3\n'], ['Kg1', '']]",0-1
URS-ch10,Tbilisi,1937.??.??,?,"Levenfish, Grigory","Rauzer, Vsevolod",,,D26,"[['Nf3', 'd5'], ['c4', 'e6'], ['d4', 'dxc4'], ['e3', 'c5'], ['Bxc4', 'cxd4'], ['exd4', 'Nf6'], ['O-O', 'Be7'], ['Nc3', 'O-O\n'], ['Qe2', 'a6'], ['Bg5', 'b5'], ['Bb3', 'Bb7'], ['Rfe1', 'b4'], ['Na4', 'Bd5'], ['Bxf6', 'Bxf6'], ['Bxd5', 'exd5\n'], ['Qc2', 'a5'], ['Rac1', 'Ra6'], ['Nc5', 'Rc6'], ['Qa4', 'Qc7'], ['Nb3', 'Rc8'], ['Rxc6', 'Nxc6'], ['Nxa5', 'Qxa5\n'], ['Qxc6', 'Qa8'], ['Qxa8', 'Rxa8'], ['Kf1', 'Kf8'], ['Ra1', 'Rc8'], ['a4', 'bxa3'], ['bxa3', 'Ke7'], ['a4', 'Rc6\n'], ['Ke2', 'Kd6'], ['Kd3', 'Bd8'], ['Ne5', 'Rc7'], ['Ra2', 'f6'], ['Ng4', 'Ra7'], ['Ne3', 'g6'], ['Nd1', 'Ba5\n'], ['Rb2', 'Kc6'], ['Rb5', 'Be1'], ['Ke2', 'Ba5'], ['Kd3', 'Be1'], ['Ke2', 'Ba5'], ['Rc5+', 'Kd6'], ['Rb5', 'Kc6\n'], ['Kd3', 'Be1'], ['Ke2', 'Ba5'], ['Rc5+', 'Kd6'], ['Rb5', 'Kc6'], ['Kd3', 'Be1'], ['Rc5+', 'Kd6'], ['Ke2', 'Ba5\n'], ['Ne3', 'Bb6'], ['Rxd5+', 'Kc6'], ['a5', 'Rxa5'], ['Rxa5', 'Bxa5'], ['Kd3', 'Bc7'], ['h3', 'Ba5'], ['Ng4', 'Bd8\n'], ['Kc4', 'Kd6'], ['Ne3', 'Ba5'], ['Nd5', 'f5'], ['Nf6', 'Be1'], ['f3', 'h5'], ['Nd5', 'Bd2'], ['Nc3', 'Be3\n'], ['Nb5+', 'Kc6'], ['Na3', 'Bf2'], ['Nc2', 'Kd6'], ['Kd3', 'Kd5'], ['Ne3+', 'Ke6'], ['Ke2', 'Bg3'], ['Nf1', 'Bc7\n'], ['Kd3', 'h4'], ['Ne3', 'Bf4'], ['Nd1', 'Kd5'], ['Nc3+', 'Kc6'], ['Kc4', 'Be3'], ['Nd5', 'Bg5'], ['f4', 'Bd8\n'], ['Nb4+', 'Kd6'], ['Nd3', 'g5'], ['Ne5', 'Ke6'], ['d5+', 'Kf6'], ['Kc5', 'gxf4'], ['Nc6', 'f3'], ['gxf3', 'Kg5\n'], ['Nxd8', 'Kf4'], ['Ne6+', 'Kxf3'], ['d6', 'f4'], ['Nxf4', 'Kxf4'], ['d7', 'Kg3'], ['d8=Q', 'Kxh3'], ['Qg5', '']]",1-0
URS-ch10,Tbilisi,1937.??.??,?,"Lilienthal, Andor","Levenfish, Grigory",,,E28,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['a3', 'Bxc3+'], ['bxc3', 'Nc6'], ['Bd3', 'e5'], ['Ne2', 'e4\n'], ['Bc2', 'Na5'], ['c5', 'b6'], ['cxb6', 'axb6'], ['O-O', 'Bb7'], ['Ng3', 'Re8'], ['f3', 'exf3'], ['gxf3', 'd5\n'], ['Kh1', 'Nc4'], ['Rg1', 'g6'], ['Nf1', 'Nh5'], ['Bd3', 'Nd6'], ['Ra2', 'Ba6'], ['Bxa6', 'Rxa6'], ['e4', 'dxe4\n'], ['fxe4', 'Nf6'], ['e5', 'Qa8+'], ['Rgg2', 'Nfe4'], ['Qd3', 'Nf5'], ['Rae2', 'Nxc3'], ['Qxc3', 'Nh4'], ['Ng3', 'c5\n'], ['Ne4', 'Nxg2'], ['Nf6+', 'Kh8'], ['Rxg2', 'cxd4'], ['Qh3', 'h5'], ['Nxe8', 'Qxe8'], ['Qg3', 'Ra5'], ['Bg5', 'Kh7\n'], ['Bf6', 'Rc5'], ['Rf2', 'Rc3'], ['Qg2', 'Rc1+'], ['Rf1', 'Rxf1+'], ['Qxf1', 'Qa8+'], ['Kg1', 'Qxa3'], ['Bg5', 'Qb3\n'], ['Qc1', 'b5'], ['Qe1', 'Qf3'], ['Bd2', 'Qg4+'], ['Qg3', 'Qd1+'], ['Qe1', 'Qg4+'], ['Kf2', 'Qf5+'], ['Kg2', 'g5\n'], ['Qe2', 'g4'], ['Kg3', 'Kg6'], ['Bb4', 'Qb1'], ['Bc5', 'Qb3+'], ['Kf4', 'd3'], ['Qe4+', 'Kg7']]",1/2-1/2
URS-ch10,Tbilisi,1937.??.??,?,"Panov, Vasily N","Levenfish, Grigory",,,C15,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'Bb4'], ['Ne2', 'dxe4'], ['a3', 'Be7'], ['Bxf6', 'gxf6'], ['Nxe4', 'b6\n'], ['Qd2', 'Bb7'], ['N2c3', 'f5'], ['Ng3', 'h5'], ['O-O-O', 'h4'], ['Nge2', 'c6'], ['Nf4', 'Qd6'], ['Bc4', 'Bg5\n'], ['g3', 'Nd7'], ['Rhe1', 'O-O-O'], ['Kb1', 'Nf6'], ['Be2', 'hxg3'], ['hxg3', 'Bxf4'], ['Qxf4', 'Qxf4\n'], ['gxf4', 'Rh4'], ['Rg1', 'Rxf4'], ['Rg7', 'Rf8'], ['f3', 'Nh5'], ['Rg5', 'Rh4'], ['Bd3', 'Kd8'], ['Re1', 'Nf4\n'], ['Bc4', 'Rh5'], ['Rg7', 'Ke7'], ['Ne2', 'Nxe2'], ['Rxe2', 'Kf6'], ['Rg1', 'Rh4'], ['Rd2', 'Rd8'], ['c3', 'c5\n'], ['Be2', 'cxd4'], ['Rgd1', 'Rf4'], ['Kc1', 'Bxf3'], ['Rf1', 'Bxe2'], ['Rxf4', 'd3'], ['Rf2', 'e5']]",0-1
