URS-ch sf,Leningrad,1954.??.??,?,"Chekhover, Vitaly","Gurevich, Dmitry",,,D32,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'c5'], ['cxd5', 'cxd4'], ['Qa4+', 'Bd7'], ['Qxd4', 'exd5'], ['Qxd5', 'Nc6'], ['a3', 'Nf6\n'], ['Qd1', 'Bc5'], ['e3', 'Qe7'], ['Nf3', 'O-O-O'], ['Qc2', 'g5'], ['Be2', 'g4'], ['Nd2', 'Kb8'], ['O-O', 'Bb6\n'], ['Rd1', 'Ne5'], ['Nf1', 'h5'], ['e4', 'Rdg8'], ['Be3', 'Bc7'], ['Rac1', 'h4'], ['Nd5', 'Nxd5'], ['exd5', 'Bd6\n'], ['Qc3', 'Bc8'], ['Qa5', 'b6'], ['Bxb6', 'axb6'], ['Rxc8+', 'Rxc8'], ['Qxb6+', 'Ka8'], ['Qa6+', 'Kb8\n'], ['Qb6+', 'Ka8']]",1/2-1/2
Graz op,Graz,1995.??.??,6,"Kumaran, Dharshan","Gurevich, Dmitry",,,E06,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'e6'], ['Qc2', 'Nf6'], ['g3', 'Be7'], ['Bg2', 'O-O'], ['O-O', 'b6'], ['b3', 'Bb7'], ['Bb2', 'Na6\n'], ['Ne5', 'Rc8'], ['Nc3', 'c5'], ['Rad1', 'Qc7'], ['Nb5', 'Qb8'], ['Qb1', 'cxd4'], ['Bxd4', 'Rfd8'], ['cxd5', 'Bxd5\n'], ['e4', 'Bb7'], ['Nc4', 'Ne8'], ['Be5', 'Qa8'], ['Bd6', 'Bf6'], ['Rfe1', 'Bc6'], ['a4', 'Rd7'], ['Bf1', 'Nxd6\n'], ['Ncxd6', 'Rcd8'], ['e5', 'Be7'], ['Nd4', 'Nb4'], ['Nxc6', 'Nxc6'], ['Bg2', 'Bxd6'], ['exd6', 'Rxd6\n'], ['Rc1', 'Qc8'], ['Qe4', 'Rd5'], ['Qh4', 'g5'], ['Qh5', 'Qb7'], ['Be4', 'Nd4'], ['Qxh7+', 'Kf8'], ['Qh8+', '']]",1-0
Graz op,Graz,1995.??.??,7,"Gurevich, Dmitry","Forster, Richard",,,A31,"[['d4', 'Nf6'], ['c4', 'c5'], ['Nf3', 'cxd4'], ['Nxd4', 'e5'], ['Nb5', 'd5'], ['cxd5', 'Bc5'], ['N5c3', 'O-O'], ['e3', 'e4\n'], ['Nd2', 'Qe7'], ['a3', 'a5'], ['Qc2', 'Bf5'], ['h3', 'Rd8'], ['Bc4', 'Nbd7'], ['Be2', 'Nb6'], ['g4', 'Bg6\n'], ['h4', 'h6'], ['Nb3', 'Bd6'], ['Bd2', 'Nfxd5'], ['Rc1', 'Be5'], ['Nxd5', 'Rxd5'], ['h5', 'Bh7'], ['Nxa5', 'Rdxa5\n'], ['Bxa5', 'Rxa5'], ['Qb3', 'Rc5'], ['Rxc5', 'Qxc5'], ['Kf1', 'Kh8'], ['Qxf7', 'Nd5'], ['Rh3', 'Bg8'], ['Qxb7', 'Qc1+\n'], ['Kg2', 'Qc2'], ['Qb5', 'Bxb2'], ['Bd1', 'Qd2'], ['Qe2', 'Qxe2'], ['Bxe2', 'Bxa3'], ['Rh1', 'Kh7'], ['Ra1', 'Be7\n'], ['Ra5', 'Nf6'], ['Bd1', 'Bd5'], ['Be2', 'Kh8'], ['Kh3', 'Be6'], ['Bd1', 'Kg8'], ['Rb5', 'Kf7']]",1/2-1/2
Graz op,Graz,1995.??.??,8,"Eingorn, Vereslav S","Gurevich, Dmitry",,,D30,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'e6'], ['Bg5', 'Qb6'], ['Qc2', 'Nd7'], ['e3', 'Ngf6'], ['Nc3', 'Ne4'], ['Nxe4', 'dxe4\n'], ['Nd2', 'c5'], ['Nxe4', 'cxd4'], ['exd4', 'Qxd4'], ['Rd1', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Rxd2', 'Qe5'], ['Be2', 'O-O\n'], ['O-O', 'Nc5'], ['Bf3', 'h6'], ['Rfd1', 'Nxe4'], ['Bxe4', 'Qc7'], ['Rd6', 'a5'], ['Qc3', 'a4'], ['Qd4', 'f5\n'], ['Bf3', 'Ra5'], ['b3', 'axb3'], ['axb3', 'Qc5'], ['Qd2', 'Ra3'], ['Rb1', 'Kh7'], ['h3', 'Re8'], ['Bh5', 'Rf8\n'], ['Rd3', 'e5'], ['Rd5', 'Qe7'], ['Qb2', 'e4'], ['Re5', 'Qb4'], ['c5', 'Ra6'], ['Be2', 'Rg6'], ['Bc4', 'Rd8\n'], ['Qe2', 'Qc3'], ['Qb2', 'Qxh3'], ['Bf1', 'Qg4'], ['Re7', 'Qg5'], ['Qe5', 'Rd2'], ['b4', 'Qh4'], ['g3', 'Rxg3+']]",0-1
Graz op,Graz,1995.??.??,9,"Gurevich, Dmitry","Skomorokhin, Roman",,,D27,"[['d4', 'd5'], ['c4', 'dxc4'], ['e3', 'Nf6'], ['Nf3', 'a6'], ['Bxc4', 'e6'], ['O-O', 'c5'], ['Nbd2', 'Nc6'], ['dxc5', 'Bxc5\n'], ['b3', 'O-O'], ['Bb2', 'Qe7'], ['a3', 'Bd7'], ['Qc2', 'Rac8'], ['Ng5', 'e5'], ['Nge4', 'Nxe4'], ['Nxe4', 'Ba7\n'], ['Qe2', 'Na5'], ['Bc3', 'Nxc4'], ['bxc4', 'Bc6'], ['Bb4', 'Qh4'], ['Nc3', 'Rfe8'], ['Rfd1', 'Qg5'], ['Nd5', 'h5\n'], ['Qf3', 'h4'], ['Qh3', 'f5'], ['Be7', 'Qh5'], ['Qxh4', 'Qxh4'], ['Bxh4', 'Kf7'], ['Rab1', 'Ke6'], ['Nb6', 'Bxb6\n'], ['Rxb6', 'Rc7'], ['f3', 'Rd7'], ['Rbb1', 'Rxd1+'], ['Rxd1', 'Rc8'], ['Be1', 'Rc7'], ['Rd8', 'Bd7'], ['Rg8', 'Kf7\n'], ['Rd8', 'Ke6'], ['Bg3', 'Rc8'], ['Rxc8', 'Bxc8'], ['h4', 'g6'], ['Kf2', 'Bd7'], ['Bh2', 'Bc6'], ['g4', 'e4\n'], ['h5', 'gxh5'], ['gxh5', '']]",1/2-1/2
National op,Las Vegas,1995.??.??,1,"Williams, J.","Gurevich, Dmitry",,,B50,"[['e4', 'c5'], ['Nf3', 'd6'], ['c3', 'Nf6'], ['Be2', 'g6'], ['O-O', 'Bg7'], ['Re1', 'O-O'], ['Bf1', 'Nc6'], ['d4', 'cxd4\n'], ['cxd4', 'Bg4'], ['Nc3', 'Bxf3'], ['gxf3', 'Rc8'], ['Bh3', 'Rb8'], ['Be3', 'Nh5'], ['Qd2', 'e5'], ['d5', 'Nd4\n'], ['Bg5', 'Nf4'], ['Bxf4', 'exf4'], ['Ne2', 'Nxe2+'], ['Rxe2', 'Qh4'], ['Bd7', 'Rfd8'], ['Ba4', 'b5'], ['Bd1', 'Re8\n'], ['Rc1', 'Re5'], ['Re1', 'Qh3']]",0-1
Las Vegas op,Las Vegas,1995.??.??,3,"Huber, Gregory","Gurevich, Dmitry",,,B26,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['Nge2', 'g6'], ['g3', 'Bg7'], ['Bg2', 'd6'], ['d3', 'e6'], ['Be3', 'Nd4'], ['O-O', 'Ne7\n'], ['Qd2', 'O-O'], ['Nd1', 'Nxe2+'], ['Qxe2', 'b6'], ['Re1', 'Bb7'], ['Qd2', 'e5'], ['f4', 'Qd7'], ['c4', 'exf4\n'], ['Bxf4', 'Nc6'], ['Nc3', 'Nd4'], ['Rf1', 'Rae8'], ['Rae1', 'h5'], ['Bh6', 'Re5'], ['Bxg7', 'Kxg7'], ['Qf4', 'Qe7\n'], ['Rf2', 'a6'], ['Ref1', 'f6'], ['h4', 'b5'], ['b3', 'Bc6'], ['Kh1', 'a5'], ['Nd5', 'Bxd5'], ['cxd5', 'b4\n'], ['Kh2', 'Qd7'], ['Bh3', 'Qb5'], ['Qe3', 'a4'], ['bxa4', 'Qxa4'], ['g4', 'hxg4'], ['Bxg4', 'Qe8'], ['Qg3', 'g5\n'], ['Bh3', 'Qh5'], ['Qg4', 'Qxg4'], ['Bxg4', 'gxh4'], ['Kh3', 'Rg5'], ['Kxh4', 'Rh8+'], ['Kg3', 'Rh6'], ['Rg1', 'Rxg4+']]",0-1
National op,Las Vegas,1995.??.??,4,"Gurevich, Dmitry","Mariano, Nelson",,,E99,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['O-O', 'Nc6'], ['d5', 'Ne7\n'], ['Ne1', 'Nd7'], ['Be3', 'f5'], ['f3', 'f4'], ['Bf2', 'g5'], ['a4', 'Ng6'], ['a5', 'h5'], ['Rc1', 'Nf6'], ['h3', 'Bh6\n'], ['Nd3', 'Rf7'], ['c5', 'Rh7'], ['cxd6', 'cxd6'], ['Nb5', 'g4'], ['Rxc8', 'Rxc8'], ['Nxa7', 'Ra8'], ['Bb6', 'Qf8\n'], ['Nf2', 'gxh3'], ['Nxh3', 'Rg7'], ['Qe1', 'Qe7'], ['Nb5', 'Ne8'], ['Bf2', 'Bg5'], ['b4', 'Bh4'], ['Bxh4', 'Nxh4\n'], ['Rf2', 'Rc8'], ['Bf1', 'Kh8'], ['Na7', 'Ra8'], ['Nb5', 'Nf6'], ['Kh1', 'Rag8'], ['Rc2', 'Ne8'], ['Nc3', 'Rg3\n'], ['Rf2', 'Qg7'], ['Ne2', 'Nxg2'], ['Bxg2', 'Rxg2'], ['Qf1', 'Rxf2'], ['Nxf2', 'Qd7'], ['Qh3', 'Qxh3+\n'], ['Nxh3', 'Nc7'], ['Nc3', 'Na6'], ['b5', 'Nc5'], ['b6', 'Rg3'], ['Ng1', 'Kg7'], ['Nb5', 'Rg6'], ['Nc7', 'Kf7\n'], ['Ne2', 'h4'], ['Kh2', 'Ke7'], ['Kh3', 'Kd7'], ['Kxh4', 'Rg2'], ['Nc3', 'Rg3'], ['Ne6', 'Nxe6'], ['dxe6+', 'Kxe6\n'], ['Nb5', 'Kd7']]",0-1
Las Vegas op 5',Las Vegas,1995.??.??,5,"Gurevich, Dmitry","Benjamin, Joel",,,E00,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'Bb4+'], ['Nd2', 'c5'], ['a3', 'Bxd2+'], ['Qxd2', 'cxd4'], ['Nf3', 'Nc6'], ['Nxd4', 'Na5\n'], ['Qd3', 'd5'], ['cxd5', 'Qxd5'], ['f3', 'e5'], ['Qb5+', 'Bd7'], ['Qxd5', 'Nxd5'], ['b4', 'exd4'], ['bxa5', 'Rc8\n'], ['Bb2', 'Ne3'], ['Kf2', 'Rc4'], ['Bxd4', 'Nxf1'], ['Bxg7', 'Rg8'], ['Bh6', 'Rg6'], ['Bf4', 'Bh3'], ['Rhxf1', 'Bxf1\n'], ['Rxf1', 'Ra6'], ['Bd2', 'Rc2'], ['Bb4', 'Re6'], ['Re1', 'Kd7'], ['f4', 'f5'], ['Kf3', 'Kc6'], ['h3', 'h5\n'], ['e3', 'Kb5'], ['Rd1', 'Ka4'], ['Rd5', 'Rh2'], ['h4', 'Rb2'], ['Rxf5', 'Rb3'], ['Re5', 'Rxe5'], ['fxe5', 'Kb5\n'], ['Kf4', 'Kc6'], ['Ke4', 'Kd7'], ['Bc5', 'a6'], ['Kf4', 'Ke6'], ['Bb6', 'Rc3'], ['Kg5', 'Rxa3'], ['Kxh5', 'Rb3\n'], ['Kg5', 'Rb5'], ['g4', 'Rxe5+'], ['Kf4', '']]",1-0
Las Vegas op 5',Las Vegas,1995.??.??,5,"Benjamin, Joel","Gurevich, Dmitry",,,D41,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'c5'], ['Nf3', 'cxd4'], ['cxd4', 'Bb4+\n'], ['Bd2', 'Bxd2+'], ['Qxd2', 'O-O'], ['Bc4', 'Nc6'], ['O-O', 'b6'], ['Rad1', 'Bb7'], ['Rfe1', 'h6'], ['d5', 'Na5\n'], ['Bd3', 'Rc8'], ['Bb1', 'exd5'], ['exd5', 'Nc4'], ['Qd3', 'g6'], ['Re6', 'Qd7'], ['Rf6', 'Nb2'], ['Qd2', 'Nxd1\n'], ['Qxh6', 'Rc1'], ['Qxc1', 'Qxd5'], ['h4', 'Kg7'], ['Rf4', 'Rd8'], ['Bc2', 'Nc3'], ['Qb2', 'Qc5'], ['Bb3', 'f6\n'], ['Rc4', 'Qe7'], ['Qxc3', 'Bxf3'], ['Qxf3', 'Rd2'], ['g3', 'Qd7']]",1-0
Lexington,Lexington,1995.??.??,?,"Gurevich, Dmitry","De Firmian, Nick E",,,A32,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'c5'], ['Nf3', 'cxd4'], ['Nxd4', 'Nc6'], ['Bg2', 'Qb6'], ['e3', 'd5'], ['cxd5', 'Nxd4\n'], ['exd4', 'Nxd5'], ['O-O', 'Be7'], ['Nc3', 'Nxc3'], ['bxc3', 'Bd7'], ['Qg4', 'O-O'], ['Bh6', 'Bf6'], ['Rab1', 'Qa5\n'], ['Rxb7', 'Rad8'], ['Qf3', 'Bb5'], ['Qh5', 'e5'], ['Be4', 'g6'], ['Qf3', 'Bg7'], ['Bxg7', 'Kxg7'], ['Rb1', 'Bc4\n'], ['dxe5', 'Qxe5'], ['Rxa7', 'Rfe8'], ['Rbb7', 'Qxe4'], ['Rxf7+', 'Bxf7'], ['Qxf7+', 'Kh6'], ['Qxh7+', 'Kg5\n'], ['Ra5+', 'Kg4'], ['h3+', 'Kf3'], ['Qf7+', 'Ke2'], ['Kh2', 'Kf1']]",0-1
Lexington,Lexington,1995.??.??,?,"Gurevich, Dmitry","Fedorowicz, John P",,,A43,"[['Nf3', 'Nf6'], ['d4', 'c5'], ['d5', 'e6'], ['Nc3', 'exd5'], ['Nxd5', 'Nxd5'], ['Qxd5', 'Be7'], ['e4', 'O-O'], ['Bc4', 'd6\n'], ['O-O', 'Nd7'], ['Qd3', 'Nb6'], ['Bb3', 'Bg4'], ['Nd2', 'Be6'], ['Nc4', 'Nxc4'], ['Bxc4', 'Qd7'], ['Bf4', 'Bxc4\n'], ['Qxc4', 'Qe6'], ['Qd3', 'Rad8'], ['Rfe1', 'Qf6'], ['g3', 'Qxb2'], ['Rab1', 'Qxa2'], ['Rxb7', 'Rfe8\n'], ['Qd5', 'Qxd5'], ['exd5', 'g5'], ['Be3', 'Bf6'], ['Rxa7', 'Bd4'], ['Kf1', 'Re5'], ['c4', 'Rde8'], ['Bd2', 'Rxe1+\n'], ['Bxe1', 'Rb8'], ['Ra6', 'Be5'], ['h3', 'Rb2'], ['f4', 'gxf4'], ['gxf4', 'Bd4'], ['Rxd6', 'Rc2'], ['Rc6', 'Kf8\n'], ['Rc8+', 'Ke7'], ['Bh4+', 'f6'], ['Rc7+', 'Kd6'], ['Rc6+', 'Ke7'], ['Re6+', 'Kd7'], ['Bxf6', 'Rxc4'], ['Be5', 'Bxe5\n'], ['fxe5', 'Rd4'], ['Rd6+', 'Ke7'], ['Kf2', 'c4'], ['Ke3', 'Rd1'], ['Ke4', 'c3'], ['Rc6', 'Rc1'], ['d6+', 'Ke6\n'], ['Rc7', 'Re1+'], ['Kd4', 'Rxe5'], ['Kxc3', 'Kxd6'], ['Rxh7', '']]",1/2-1/2
Lexington,Lexington,1995.??.??,?,"Gurevich, Dmitry","Kaidanov, Grigory S",,,D45,"[['d4', 'd5'], ['c4', 'c6'], ['e3', 'Nf6'], ['Nc3', 'e6'], ['Nf3', 'Nbd7'], ['Qc2', 'Bd6'], ['g4', 'dxc4'], ['Bxc4', 'b6\n'], ['Bd2', 'Bb7'], ['g5', 'Nd5'], ['Ne4', 'Be7'], ['Ne5', 'Nxe5'], ['dxe5', 'Qc7'], ['f4', 'O-O-O'], ['O-O-O', 'c5\n'], ['h4', 'Kb8'], ['a3', 'Qc6'], ['Nc3', 'Nxc3'], ['Bxc3', 'b5'], ['Bd3', 'Qb6'], ['Be4', 'b4'], ['axb4', 'cxb4\n'], ['Bd4', 'Qb5'], ['Bxb7', 'Qxb7'], ['Qa4', 'Rd5'], ['Kb1', 'Bd8'], ['Rc1', 'Bb6'], ['Bxb6', 'Qxb6'], ['Rc6', 'Qxe3\n'], ['Qxb4+', 'Ka8'], ['Rhc1', 'Qd3+'], ['Ka2', 'Rb8'], ['Qxb8+', 'Kxb8'], ['Rc8+', 'Kb7'], ['R8c7+', 'Kb6\n'], ['R1c6+', 'Kb5'], ['Rc3', 'Qe4'], ['Rxa7', 'Kb6'], ['Rcc7', 'Ra5+'], ['Rxa5', 'Kxc7'], ['Ra7+', 'Kb6\n'], ['Rxf7', 'Qa4+'], ['Kb1', 'g6'], ['Rf6', 'Qe4+'], ['Ka2', 'Kc5']]",0-1
Lexington,Lexington,1995.??.??,?,"Fedorowicz, John P","Gurevich, Dmitry",,,B63,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd2', 'Be7'], ['O-O-O', 'O-O\n'], ['Nb3', 'Qb6'], ['g4', 'Nxg4'], ['Rg1', 'Nge5'], ['Rg3', 'f5'], ['Bxe7', 'Nxe7'], ['f4', 'N5g6'], ['Rd3', 'fxe4\n'], ['Rxd6', 'e3'], ['Qe1', 'Qc7'], ['Nb5', 'Qb8'], ['Bd3', 'a6'], ['Bxg6', 'Nxg6'], ['Nc3', 'e5'], ['fxe5', 'Bg4\n'], ['R1d4', 'Nxe5'], ['Qxe3', 'Nc4'], ['Qg3', 'Nxd6'], ['Rxd6', 'Qxd6'], ['Qxd6', 'Rad8'], ['Qxd8', 'Rxd8\n'], ['Nc5', 'Bc8'], ['b4', 'Rd4'], ['a3', 'b6'], ['N5a4', 'Rd6'], ['Ne4', 'Re6']]",0-1
Lexington,Lexington,1995.??.??,?,"Kaidanov, Grigory S","Gurevich, Dmitry",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Nxd7'], ['O-O', 'Ngf6'], ['Qe2', 'g6'], ['c3', 'Bg7'], ['d4', 'O-O\n'], ['e5', 'dxe5'], ['dxe5', 'Ng4'], ['Bf4', 'Qb6'], ['h3', 'Ngxe5'], ['Nxe5', 'Nxe5'], ['Bxe5', 'Bxe5'], ['Qxe5', 'Qxb2\n'], ['Qd5', 'b5'], ['Qb3', 'Qxa1'], ['Nd2', 'c4'], ['Qc2', 'Qxf1+'], ['Kxf1', 'Rfd8'], ['Nf3', 'Rd5'], ['g3', 'Rad8\n'], ['Qe4', 'e6'], ['Kg2', 'a6'], ['h4', 'Kg7'], ['Ne5', 'R8d6'], ['Qf4', 'f6'], ['Ng4', 'e5'], ['Qe3', 'a5'], ['Qa7+', 'Rd7\n'], ['Qxa5', 'h5'], ['Ne3', 'Rd2'], ['Qxb5', 'R7d3'], ['Nxc4', 'Rxa2'], ['Nxe5', 'Rdd2'], ['Qb7+', 'Kh8\n'], ['Nxg6+', 'Kg8'], ['Qf3', '']]",1-0
Lexington,Lexington,1995.??.??,?,"De Firmian, Nick E","Gurevich, Dmitry",,,A43,"[['d4', 'Nf6'], ['Nf3', 'c5'], ['d5', 'b5'], ['a4', 'b4'], ['c4', 'd6'], ['Nbd2', 'g6'], ['b3', 'Bg7'], ['Bb2', 'O-O'], ['e4', 'e6\n'], ['Qc2', 'Re8'], ['O-O-O', 'Ng4'], ['Bxg7', 'Kxg7'], ['Qb2+', 'e5'], ['Nb1', 'f5'], ['exf5', 'Bxf5'], ['h3', 'Nf6\n'], ['Nbd2', 'e4'], ['g4', 'Bc8'], ['Ng5', 'e3'], ['Nde4', 'h6'], ['Ne6+', 'Bxe6'], ['dxe6', 'Rxe6'], ['Bg2', 'Nd7\n'], ['Nxf6', 'Nxf6'], ['Bd5', 'e2'], ['Rde1', 'Re5'], ['Kd2', 'Nxd5'], ['cxd5', 'Qf6'], ['Kc1', 'Rae8'], ['Qd2', 'Qxf2\n'], ['Kc2', 'Re3'], ['h4', 'Qf3'], ['g5', 'Rc3+'], ['Kb2', 'Rxb3+'], ['Kc2', 'Ra3'], ['gxh6+', 'Kh7'], ['Rb1', 'Ra2+']]",0-1
Linares op,Linares,1995.??.??,?,"Gurevich, Dmitry","Margolin, Boris",,,A55,"[['d4', 'Nf6'], ['c4', 'd6'], ['Nc3', 'Nbd7'], ['Nf3', 'c6'], ['e4', 'e5'], ['Be2', 'Be7'], ['O-O', 'O-O'], ['Re1', 'a6\n'], ['Rb1', 'b5'], ['b4', 'Bb7'], ['a4', 'bxa4'], ['Qxa4', 'exd4'], ['Nxd4', 'c5'], ['bxc5', 'Nxc5'], ['Qc2', 'g6\n'], ['f3', 'Rc8'], ['Bf1', 'Nh5'], ['Be3', 'Bg5'], ['Bf2', 'Re8'], ['g3', 'Nf6'], ['Red1', 'Qe7'], ['Nb3', 'Nfd7\n'], ['Na5', 'Ba8'], ['Bh3', 'Rb8'], ['Nd5', 'Qd8'], ['Nb3', 'Nxb3'], ['Rxb3', 'Bc6'], ['Ra3', 'a5'], ['Qc3', 'a4\n'], ['Nb4', 'Qc7'], ['Na6', 'Qb7'], ['Nxb8', 'Rxb8'], ['Rxd6', 'Be7'], ['Qd4', 'Nf8'], ['Kg2', 'Qb4'], ['Rd3', 'Bxd6\n'], ['Qxd6', 'Qxc4'], ['Rd4', 'Qb5'], ['Rxa4', 'Qxa4'], ['Qxb8', 'Bb5'], ['Bc8', 'Qb3'], ['Qe5', 'h5'], ['g4', 'Be2\n'], ['Qf6', 'Nh7'], ['Qf4', 'Ng5'], ['Qxg5', 'Bxf3+'], ['Kg3', 'Bxg4+'], ['Qe3', 'Qb8+'], ['Qf4', 'Qxc8\n'], ['Bd4', 'Qf8']]",1/2-1/2
Linares op,Linares,1995.??.??,?,"Gurevich, Dmitry","Dobosz, Henryk",,,A42,"[['d4', 'g6'], ['c4', 'Bg7'], ['e4', 'd6'], ['Nc3', 'e5'], ['Nge2', 'exd4'], ['Nxd4', 'Nc6'], ['Be3', 'Nge7'], ['Be2', 'O-O\n'], ['g4', 'f5'], ['gxf5', 'gxf5'], ['exf5', 'Nxf5'], ['Nxf5', 'Bxf5'], ['Qd2', 'Qh4'], ['O-O-O', 'Ne5'], ['Rhg1', 'Rf7\n'], ['c5', 'dxc5'], ['Qd5', 'Re8'], ['Bg5', 'Qb4'], ['a3', 'Qb6'], ['Na4', 'Qa5'], ['Bf6', 'Bg6'], ['Bxg7', 'Qxa4\n'], ['Rxg6', 'Qf4+'], ['Qd2', 'hxg6'], ['Bh6', 'Qxd2+'], ['Rxd2', 'Nf3'], ['Bxf3', 'Rxf3'], ['h4', 'Rf6\n'], ['Be3', 'Rd6'], ['Rc2', 'b6'], ['Rc4', 'Kf7'], ['Rg4', 'Rde6'], ['Rg3', 'Re4'], ['Rh3', 'Rc4+'], ['Kb1', 'Re5\n'], ['Bg5', 'Rce4'], ['Rd3', 'Ke6'], ['Rd8', 'Rf5'], ['f4', 'Rfxf4'], ['Bxf4', 'Rxf4'], ['Rh8', 'a5'], ['h5', 'g5\n'], ['h6', 'Rf7'], ['Kc2', 'Kf5'], ['Kd3', 'Kg6'], ['Ke4', 'Rh7'], ['Rg8+', 'Kxh6'], ['Kf5', 'Rf7+'], ['Kg4', 'Rf4+\n'], ['Kg3', 'c4'], ['Rc8', 'c3'], ['b3', 'c5']]",0-1
Linares op,Linares,1995.??.??,?,"Gurevich, Dmitry","Brustman, Agnieszka",,,E90,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['h3', 'e5'], ['d5', 'Nbd7'], ['Bg5', 'h6'], ['Be3', 'Nc5\n'], ['Nd2', 'a5'], ['g4', 'c6'], ['Be2', 'Bd7'], ['h4', 'cxd5'], ['cxd5', 'a4'], ['f3', 'Qb8'], ['b4', 'axb3\n'], ['axb3', 'Rxa1'], ['Qxa1', 'b5'], ['b4', 'Na4'], ['Kf2', 'Nxc3'], ['Qxc3', 'Ne8'], ['Rg1', 'Qd8'], ['g5', 'Kh7\n'], ['Qa3', 'f6'], ['Qa5', 'Qe7'], ['Bxb5', 'Bxb5'], ['Qxb5', 'fxg5'], ['hxg5', 'hxg5'], ['Qf1', 'g4'], ['Rxg4', 'Nf6\n'], ['Qh3+', 'Nh5'], ['Rxg6', 'Kxg6'], ['Qg4+', 'Kh7'], ['Qxh5+', 'Kg8'], ['b5', 'Rf7'], ['Qg4', 'Kh7'], ['b6', 'Bf6\n'], ['Qf5+', 'Kg7'], ['Qe6', 'Qf8'], ['Nc4', 'Qh8'], ['Qg4+', 'Kf8'], ['Qc8+', 'Ke7'], ['Qxh8', 'Bxh8'], ['b7', '']]",1-0
Linares op,Linares,1995.??.??,?,"Gurevich, Dmitry","Ruiz Sanchez, Andres",,,D46,"[['d4', 'd5'], ['c4', 'c6'], ['e3', 'e6'], ['Nc3', 'Nf6'], ['Nf3', 'Bd6'], ['Bd3', 'Nbd7'], ['O-O', 'O-O'], ['e4', 'dxe4\n'], ['Nxe4', 'Nxe4'], ['Bxe4', 'Nf6'], ['Bc2', 'h6'], ['Bd2', 'c5'], ['dxc5', 'Bxc5'], ['b4', 'Be7'], ['Ne5', 'Qd4\n'], ['Qe2', 'Bd6'], ['Nf3', 'Qg4'], ['Bc3', 'Be7'], ['Rad1', 'Nh5'], ['Qd3', 'Qf5'], ['Qxf5', 'exf5'], ['Rfe1', 'Bf6\n'], ['Bxf6', 'Nxf6'], ['Re7', 'Be6'], ['Bb3', 'Rfc8'], ['Rxb7', 'Bxc4'], ['Bxc4', 'Rxc4'], ['h3', 'Re8'], ['a3', 'a5\n'], ['b5', 'Ne4'], ['b6', 'Rc3'], ['Rc7', 'Rb8'], ['Ne5', 'f6'], ['Nc4', 'f4'], ['Re1', 'f5'], ['f3', 'Ng3'], ['Nxa5', 'Rxa3\n'], ['b7', '']]",1-0
Linares op,Linares,1995.??.??,?,"San Segundo, Pablo","Gurevich, Dmitry",,,D48,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['e3', 'Nbd7'], ['Bd3', 'dxc4'], ['Bxc4', 'b5'], ['Bd3', 'a6\n'], ['e4', 'c5'], ['e5', 'cxd4'], ['Ne4', 'Nd5'], ['O-O', 'Qc7'], ['Bg5', 'Nxe5'], ['Nxe5', 'Qxe5'], ['Re1', 'Qc7\n'], ['Rc1', 'Qd7'], ['Bb1', 'Bb4'], ['Qxd4', 'O-O'], ['Nf6+', 'Nxf6'], ['Qxb4', 'Rd8'], ['Bxf6', 'gxf6'], ['Rc3', 'Qd4\n'], ['Qa3', 'b4'], ['Rg3+', 'Kf8'], ['Qf3', 'Ra7'], ['Qh5', 'Qd2'], ['Qc5+', 'Re7'], ['Rf1', 'f5'], ['Rb3', 'a5\n'], ['Qxa5', 'Rd4'], ['Qe5', 'Rg4'], ['Rd3', 'Qg5'], ['Qh8+', 'Qg8'], ['Qxg8+', 'Rxg8'], ['Rc1', 'Bb7'], ['Rd8+', 'Kg7\n'], ['Rxg8+', 'Kxg8'], ['Rd1', 'Rc7'], ['f3', 'Kg7'], ['Kf2', 'Bd5'], ['Bxf5', 'Bxa2'], ['Bd3', 'f5']]",1/2-1/2
