US Amateur Team East,Parsipanny USA,2002.02.16,1,"Milovanovic,Dragan","Caruana,F",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['e3', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'd5'], ['Nbd2', 'Nbd7'], ['c3', 'b6'], ['e4', 'dxe4\n'], ['Nxe4', 'Bb7'], ['Re1', 'Re8'], ['Bf4', 'Rc8'], ['Qa4', 'a6'], ['Rad1', 'b5'], ['Qc2', 'Nd5'], ['Bg3', 'c6\n'], ['h4', 'c5'], ['dxc5', 'Nxc5'], ['Nxc5', 'Rxc5'], ['Qb1', 'Qb6'], ['h5', 'Bxc3'], ['hxg6', 'hxg6'], ['bxc3', 'Nxc3\n'], ['Qb4', 'Nxd1'], ['Rxd1', 'Bxf3'], ['gxf3', 'Rd8'], ['Be2', 'Rxd1+'], ['Bxd1', 'Rc1'], ['Qd2', 'Qc5\n'], ['Kg2', 'a5'], ['Bf4', 'Rc4'], ['Be3', 'Qd6'], ['Bb3', 'Rh4'], ['Qxa5', 'Qd7'], ['Kf1', 'Qd3+'], ['Kg2', 'Qd7']]",1/2-1/2
Biel ACCENTUS GM,Biel SUI,2011.07.27,8,"Caruana,F","Shirov,A",,,C07,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['Ngf3', 'cxd4'], ['exd5', 'Qxd5'], ['Bc4', 'Qd7'], ['O-O', 'Nc6'], ['Nb3', 'Nf6\n'], ['Nbxd4', 'Bc5'], ['Nxc6', 'Qxc6'], ['Ne5', 'Qb6'], ['Qe2', 'O-O'], ['Bd3', 'Nd5'], ['Qe4', 'f5'], ['Qe2', 'Qc7\n'], ['Bc4', 'Bd6'], ['Nf3', 'Bd7'], ['Bxd5', 'exd5'], ['Be3', 'f4'], ['Bd4', 'Bf5'], ['Bc3', 'Rae8'], ['Qd2', 'Be4\n'], ['Rad1', 'h6'], ['Rfe1', 'Qf7'], ['Qd4', 'b6'], ['Bb4', 'Bxb4'], ['Qxb4', 'Bxc2'], ['Rxe8', 'Rxe8'], ['Re1', 'Rxe1+\n'], ['Qxe1', 'Be4'], ['Nd4', 'f3'], ['gxf3', 'Bxf3'], ['Qe6', 'Qxe6'], ['Nxe6', 'Kf7'], ['Nd4', 'Bg4'], ['f3', 'Bd7\n'], ['Kf2', 'g5'], ['Ke3', 'h5'], ['Ne2', 'Kf6'], ['Nd4', 'a5'], ['a3', 'a4'], ['Nc2', 'Ke5'], ['Nd4', 'Be8'], ['Ne2', 'Bg6\n'], ['Nd4', 'Kd6'], ['Kd2', 'Bh7'], ['Ne2', 'Kc5'], ['Kc3', 'h4'], ['Nd4', 'Kd6'], ['Kd2', 'Bg6'], ['b3', 'axb3\n'], ['Nxb3', 'Ke5'], ['Ke3', 'Be8'], ['Nd4', 'Bd7'], ['Ne2', 'Bc8'], ['Nd4', 'Kd6'], ['Kd3', 'Ba6+'], ['Kd2', 'Bf1\n'], ['Nb3', 'Bh3'], ['Nd4', 'Bd7'], ['Kd3', 'g4'], ['fxg4', 'Bxg4'], ['Kd2', 'Ke5'], ['Ke3', 'Bh5'], ['Nc6+', 'Kd6\n'], ['Nd4', 'Kc5'], ['Kd3', 'Bg6+'], ['Kc3', 'Kd6'], ['Kd2', 'Be4'], ['Ne2', 'Ke5'], ['Ke3', 'Kf5'], ['Nd4+', 'Kg4\n'], ['Kf2', 'Kh3'], ['Kg1', 'Bg2'], ['Nf5', 'Bf3'], ['Nd4', 'Be4'], ['Ne6', 'Kg4'], ['Kf2', 'Bf5'], ['h3+', 'Kxh3\n'], ['Nf4+', 'Kg4'], ['Nxd5', 'Be4'], ['Nc3', 'Bf3']]",0-1
Biel ACCENTUS GM,Biel SUI,2011.07.28,9,"Morozevich,A","Caruana,F",,,D43,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['Bg5', 'h6'], ['Bh4', 'dxc4'], ['e4', 'g5'], ['Bg3', 'b5'], ['Ne5', 'Bb7\n'], ['h4', 'g4'], ['Nxg4', 'Nxg4'], ['Qxg4', 'Qxd4'], ['Qf4', 'Bb4'], ['Rd1', 'Bxc3+'], ['Ke2', 'Qe5'], ['Qxe5', 'Bxe5\n'], ['Bxe5', 'Rh7'], ['Ke3', 'Nd7'], ['Bg3', 'O-O-O'], ['Be2', 'f5'], ['Rd6', 'fxe4'], ['Rxe6', 'Nc5'], ['Rg6', 'h5\n'], ['Rg5', 'Rd5'], ['Rd1', 'Nd3'], ['b3', 'Ba6'], ['bxc4', 'bxc4'], ['Rd2', 'Kb7'], ['Rg8', 'Kb6'], ['Rc2', 'Ne1\n'], ['Rc1', 'Nxg2+'], ['Kxe4', 'Re7+'], ['Kf3', 'Nxh4+'], ['Bxh4', 'Rf5+'], ['Kg2', 'Rxe2'], ['a4', 'Rb2\n'], ['Rb8+', 'Bb7'], ['Rxc4', 'c5+'], ['Kh2', 'Rb1'], ['f4', 'Rd5'], ['Rd8', 'Rbd1'], ['Rxd5', 'Bxd5'], ['Rc3', 'c4\n'], ['Bf6', 'Kc5'], ['Kg3', 'Kb4'], ['Rc2', 'a5'], ['f5', 'Rf1']]",0-1
Biel ACCENTUS GM,Biel SUI,2011.07.29,10,"Caruana,F","Carlsen,M",,,C41,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'Nbd7'], ['Bc4', 'Be7'], ['O-O', 'O-O'], ['a4', 'a6'], ['a5', 'h6\n'], ['Re1', 'exd4'], ['Nxd4', 'Ne5'], ['Bf1', 'c5'], ['Nb3', 'Be6'], ['Bf4', 'Rc8'], ['h3', 'Re8'], ['Bxe5', 'dxe5\n'], ['Nd2', 'c4'], ['Ra4', 'Bc5'], ['Nxc4', 'Bd4'], ['Qf3', 'Rc5'], ['Nd1', 'Qc7'], ['Nde3', 'Bxe3'], ['Nxe3', 'Rxa5\n'], ['Rb4', 'Rd8'], ['Rd1', 'Rxd1'], ['Qxd1', 'Rc5'], ['Ra4', 'Rc6'], ['Bd3', 'Rd6'], ['Qe1', 'b5'], ['Ra3', 'g6\n'], ['b4', 'Rc6'], ['Qa1', 'Qd6'], ['Kh2', 'h5'], ['Rc3', 'Rxc3'], ['Qxc3', 'h4'], ['Nf1', 'Nh5'], ['Nd2', 'g5\n'], ['Nf3', 'f6'], ['g3', 'hxg3+'], ['fxg3', 'Ng7']]",1/2-1/2
FIDE World Cup 2011,Khanty-Mansiysk RUS,2011.08.28,1.1,"Caruana,F","Pridorozhni,A",,,C41,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'Nbd7'], ['Bc4', 'Be7'], ['O-O', 'O-O'], ['a4', 'c6'], ['Re1', 'b6\n'], ['Bg5', 'a6'], ['d5', 'c5'], ['Nd2', 'Ne8'], ['Bxe7', 'Qxe7'], ['Bf1', 'g6'], ['Nc4', 'Rb8'], ['Qd2', 'Ng7\n'], ['Rab1', 'Bb7'], ['b4', 'cxb4'], ['Rxb4', 'f5'], ['Nxb6', 'Nc5'], ['a5', 'Rf6'], ['Nba4', 'Nxa4'], ['Nxa4', 'Rbf8\n'], ['Reb1', 'Bc8'], ['Nb6', 'Bb7'], ['Nd7', 'Qxd7'], ['Rxb7', 'Qd8'], ['Ra7', 'fxe4'], ['Rbb7', 'Nh5'], ['Rxh7', 'Rf4\n'], ['g3', 'Qg5'], ['Bh3', '']]",1-0
FIDE World Cup 2011,Khanty-Mansiysk RUS,2011.08.29,1.2,"Pridorozhni,A","Caruana,F",,,B25,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d3', 'd6'], ['f4', 'Nf6'], ['Nf3', 'Bg4'], ['h3', 'Bxf3\n'], ['Qxf3', 'Rc8'], ['O-O', 'O-O'], ['Nd1', 'b5'], ['a3', 'c4'], ['c3', 'cxd3'], ['Qxd3', 'a6'], ['Be3', 'Na5\n'], ['Bf2', 'Nb3'], ['Rb1', 'Qd7'], ['Re1', 'Nc5'], ['Qc2', 'Qe6'], ['e5', 'dxe5'], ['Rxe5', 'Qd6'], ['Ne3', 'e6\n'], ['Rd1', 'Qe7'], ['Nf1', 'Ne8'], ['Re2', 'Nd6'], ['g4', 'Qc7'], ['f5', 'Rcd8'], ['b4', 'Na4'], ['fxe6', 'fxe6\n'], ['Rxe6', 'Nc4'], ['Rxd8', 'Qxd8'], ['Rxa6', 'Nxc3'], ['Ra8', 'Qd7'], ['Rxf8+', 'Kxf8'], ['Ne3', 'Nxa3\n'], ['Qb3', 'Nab1'], ['Nd5', 'Be5'], ['Qc2', 'Kg7'], ['Nxc3', 'Nxc3'], ['Kh1', 'Qd6'], ['Bc5', 'Qd8'], ['Qf2', 'Qd1+\n'], ['Bf1', 'Bf6'], ['Qf4', 'Nd5'], ['Qf2', 'Nc3'], ['Bf8+', 'Kxf8'], ['Qxf6+', 'Kg8'], ['Qe6+', 'Kf8'], ['Qc8+', 'Kf7\n'], ['Qc7+', 'Kg8'], ['Qb8+', 'Kf7'], ['Qf4+', 'Ke6'], ['Qe3+', 'Kf7'], ['Kg1', 'Nd5'], ['Qe5', 'h6'], ['Qe4', 'g5\n'], ['Qf5+', 'Ke7'], ['Qh7+', 'Kd8'], ['Qa7', 'Ke8'], ['Qf2', 'Nf4'], ['Qe3+', 'Kf7'], ['Kf2', 'Qd5'], ['Qa7+', 'Kg8\n'], ['Qb8+', 'Kg7'], ['Qc7+', 'Kg8'], ['Qc8+', 'Kg7'], ['Qc3+', 'Kf7'], ['Ke3', 'Qd6'], ['Qb3+', 'Kf6'], ['Qb2+', 'Qe5+\n'], ['Qxe5+', '']]",1/2-1/2
FIDE World Cup 2011,Khanty-Mansiysk RUS,2011.08.31,2.1,"Drozdovskij,Y","Caruana,F",,,E60,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nf3', 'Bg7'], ['g3', 'd5'], ['cxd5', 'Nxd5'], ['Bg2', 'Nb6'], ['Nc3', 'Nc6'], ['e3', 'O-O\n'], ['O-O', 'Re8'], ['Re1', 'a5'], ['Qc2', 'Nb4'], ['Qb1', 'Nc6'], ['Qc2', 'Nb4'], ['Qb1', 'Nc6'], ['Qc2', '']]",1/2-1/2
FIDE World Cup 2011,Khanty-Mansiysk RUS,2011.09.01,2.2,"Caruana,F","Drozdovskij,Y",,,E04,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['g3', 'dxc4'], ['Bg2', 'a6'], ['O-O', 'Nc6'], ['e3', 'Bd7'], ['Nc3', 'Nd5\n'], ['Nd2', 'Nb6'], ['Qe2', 'Na5'], ['Nf3', 'Bb4'], ['Bd2', 'O-O'], ['Rfc1', 'Qe7'], ['Ne4', 'Bb5'], ['Bxb4', 'Qxb4\n'], ['Qc2', 'h6'], ['Ne5', 'Na4'], ['Rab1', 'Rac8'], ['Bf1', 'Rfd8'], ['a3', 'Qe7'], ['Nxc4', 'Nxc4'], ['Bxc4', 'e5\n'], ['Bxb5', 'axb5'], ['dxe5', 'Qxe5'], ['b3', 'Nb6'], ['Nc5', 'Rb8'], ['Rd1', 'Rxd1+'], ['Rxd1', 'Qe7'], ['a4', 'bxa4\n'], ['bxa4', 'Ra8'], ['Rd4', 'c6'], ['Re4', 'Qc7'], ['Qb3', 'Nd5'], ['Qxb7', 'Qxb7'], ['Nxb7', 'Nc3'], ['Rc4', 'Nxa4\n'], ['Rxc6', 'Nb2'], ['Nd6', 'Nd3'], ['Rc8+', 'Rxc8'], ['Nxc8', 'h5'], ['Nd6', 'g6'], ['e4', 'Kf8'], ['Kf1', 'Ke7\n'], ['Nc4', 'Nc5'], ['Nd2', 'Ne6'], ['Ke2', 'Nc5'], ['Ke3', 'Nd7'], ['Kd4', 'Ke6'], ['f4', 'Ke7'], ['Nc4', 'Nf8\n'], ['Ne3', 'Nd7'], ['h3', 'Ke6'], ['Nd5', 'Kd6'], ['Nb4', 'Nf8'], ['Nd3', 'Ne6+'], ['Ke3', 'Ng7'], ['Ne5', 'Ke7\n'], ['Nc6+', 'Kd6'], ['Nd4', 'Ne8'], ['h4', 'Ng7'], ['Nf3', 'Ke7'], ['Ne5', 'Kf6'], ['Nf3', 'Ke7'], ['Kd4', 'Kd6\n'], ['Kd3', 'Ke7'], ['Nd4', 'Ne8'], ['Ke3', 'Ng7'], ['f5', 'Kf6'], ['fxg6', 'Kxg6'], ['Kf4', 'Ne8'], ['Ke5', 'Ng7\n'], ['Ne2', 'Ne8'], ['Nf4+', 'Kh6'], ['Kd4', 'Nf6'], ['Ke5', 'Ng4+'], ['Kf5', 'f6'], ['Nd3', 'Kg7'], ['Nf4', 'Kh6\n'], ['Nd5', 'Kg7'], ['Ke6', 'Kg6'], ['Nf4+', 'Kh6'], ['Kf5', 'Nf2'], ['Nd5', 'Nh1'], ['Kf4', 'Nf2'], ['Nxf6', 'Kg6\n'], ['Nd5', 'Nd3+'], ['Ke3', 'Ne5'], ['Nf4+', 'Kh6'], ['Kd4', 'Nf3+'], ['Kd5', '']]",1-0
FIDE World Cup 2011,Khanty-Mansiysk RUS,2011.09.03,3.1,"Caruana,F","Svidler,P",,,E60,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nf3', 'Bg7'], ['g3', 'c6'], ['Bg2', 'd5'], ['cxd5', 'cxd5'], ['Ne5', 'Ne4'], ['Nc3', 'Nxc3\n'], ['bxc3', 'O-O'], ['O-O', 'Nc6'], ['Nxc6', 'bxc6'], ['Qa4', 'Qb6'], ['e4', 'Qa6'], ['Qb4', 'dxe4'], ['Bxe4', 'Be6\n'], ['Bf4', 'Rfe8'], ['Rfe1', 'Rac8'], ['Bg2', 'Qc4'], ['Qa3', 'c5'], ['Bf1', 'Qd5'], ['Bg2', 'Qc4'], ['Bf1', 'Qd5\n'], ['Bg2', '']]",1/2-1/2
FIDE World Cup 2011,Khanty-Mansiysk RUS,2011.09.04,3.2,"Svidler,P","Caruana,F",,,C78,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'b5'], ['Bb3', 'Bc5'], ['c3', 'd6'], ['d4', 'Bb6\n'], ['Be3', 'O-O'], ['Nbd2', 'h6'], ['h3', 'Re8'], ['Re1', 'Bb7'], ['Bc2', 'Nb8'], ['dxe5', 'dxe5'], ['Bxb6', 'cxb6\n'], ['c4', 'b4'], ['Nf1', 'Nbd7'], ['Qd2', 'Nc5'], ['Qxb4', 'Nfxe4'], ['Rad1', 'Qc7'], ['Ne3', 'a5'], ['Qa3', 'Rad8\n'], ['Rxd8', 'Qxd8'], ['Rd1', 'Qc7']]",1/2-1/2
FIDE World Cup 2011,Khanty-Mansiysk RUS,2011.09.05,3.3,"Svidler,P","Caruana,F",,,D11,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['e3', 'Bg4'], ['Qb3', 'Qc7'], ['Ne5', 'e6'], ['Nxg4', 'Nxg4'], ['Be2', 'Nf6\n'], ['Nc3', 'Nbd7'], ['Bd2', 'Bd6'], ['Rc1', 'dxc4'], ['Qxc4', 'a6'], ['h3', 'O-O'], ['O-O', 'e5'], ['dxe5', 'Nxe5\n'], ['Qb3', 'Rad8'], ['Rfd1', 'Qe7'], ['Be1', 'Ng6'], ['Rd3', 'b5'], ['Rcd1', 'h5'], ['Qc2', 'h4'], ['f4', 'Bc5\n'], ['Bf2', 'Rxd3'], ['Qxd3', 'Re8'], ['Bf3', 'Bxe3'], ['Qxe3', 'Qxe3'], ['Bxe3', 'Rxe3'], ['Rd8+', 'Kh7\n'], ['Ne2', 'c5'], ['Ra8', 'Rd3'], ['Rxa6', 'Rd1+'], ['Kf2', 'Rd2'], ['b3', 'Rb2'], ['Ke1', 'Ne7'], ['Kd1', 'Rb1+\n'], ['Nc1', 'Rb2'], ['Nd3', 'Rb1+'], ['Kc2', 'Rg1'], ['a4', 'bxa4'], ['Rxa4', 'Nfd5'], ['Kd2', 'Rb1'], ['Nxc5', 'Rb2+\n'], ['Kc1', 'Rf2'], ['Nd3', 'Rf1+'], ['Kd2', 'Rb1'], ['Ra5', 'Nb6'], ['Rb5', 'Nbc8'], ['Kc2', 'Ra1'], ['Kb2', 'Ra6\n'], ['Rb7', 'Re6'], ['b4', 'Nd6'], ['Rc7', 'Nb5'], ['Rc5', 'Nd4'], ['Re5', 'Rd6'], ['Be4+', 'f5'], ['Rxe7', 'fxe4\n'], ['Rxe4', 'Nf5'], ['Kc3', 'Rg6'], ['Re5', 'Nd6'], ['Ne1', 'Rg3+'], ['Kd4', 'Rb3'], ['Nd3', 'Rb1'], ['Rd5', 'Ne8\n'], ['Rh5+', 'Kg6'], ['Rxh4', 'Nd6'], ['Rh8', 'Kf6'], ['Rb8', 'Rd1'], ['g4', 'Ke7'], ['f5', 'Kd7'], ['Rg8', 'Ne8\n'], ['Ke3', 'Ke7'], ['Ne5', 'Rb1'], ['h4', 'Rb3+'], ['Kf4', 'Rxb4+'], ['Kg5', 'Re4'], ['Ng6+', 'Kd7'], ['Rf8', 'Nd6\n'], ['Ra8', 'Ne8'], ['h5', 'Rb4'], ['Ra7+', 'Kd6'], ['Re7', 'Nf6'], ['Re6+', 'Kd7'], ['Ne5+', 'Kc8'], ['Rxf6', 'gxf6+\n'], ['Kxf6', '']]",1-0
FIDE World Cup 2011,Khanty-Mansiysk RUS,2011.09.05,3.4,"Caruana,F","Svidler,P",,,E04,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'd5'], ['Nf3', 'dxc4'], ['Bg2', 'c5'], ['O-O', 'Nc6'], ['dxc5', 'Qxd1'], ['Rxd1', 'Bxc5\n'], ['Nbd2', 'c3'], ['bxc3', 'Bd7'], ['Nb3', 'Be7'], ['c4', 'O-O'], ['Bb2', 'Rfd8'], ['Nfd4', 'Rac8'], ['Nb5', 'Be8\n'], ['c5', 'Rxd1+'], ['Rxd1', 'Nd8'], ['Nd6', 'Bxd6'], ['cxd6', 'Ba4'], ['Rd2', 'Nd7'], ['f4', 'f6'], ['Kf2', 'Kf8\n'], ['g4', 'b6'], ['g5', 'fxg5'], ['fxg5', 'e5'], ['h4', 'Rc4'], ['Kg3', 'Bc6'], ['Bh3', 'Ke8'], ['e3', 'g6'], ['Bg4', 'Be4\n'], ['Be2', 'Rc8'], ['Bb5', 'Nf7'], ['Ba3', 'a6'], ['Be2', 'a5'], ['Bb5', 'a4'], ['Nc1', 'Rc3'], ['Bb4', 'Rxc1']]",0-1
27th ECC,Rogaska Slatina SLO,2011.09.25,1.2,"Lendwai,R","Caruana,F",,,A28,"[['c4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'Nc6'], ['d3', 'd5'], ['cxd5', 'Nxd5'], ['e3', 'Be7'], ['Be2', 'Be6'], ['O-O', 'O-O\n'], ['a3', 'a5'], ['Bd2', 'Nb6'], ['Na4', 'Nxa4'], ['Qxa4', 'Qd7'], ['Kh1', 'f6'], ['Rac1', 'Rfd8'], ['Rg1', 'Bd6\n'], ['g4', 'g5'], ['Bc3', 'Bd5'], ['Rg3', 'Qf7'], ['Qc2', 'Re8'], ['e4', 'Bb3'], ['Qd2', 'h6'], ['h4', 'a4'], ['Rh3', 'Rad8\n'], ['Kg2', 'Ne7'], ['hxg5', 'hxg5'], ['Rch1', 'Ng6'], ['Kg1', 'Qg7'], ['Bd1', 'Bf8'], ['Bxb3+', 'axb3'], ['Qd1', 'Qf7\n'], ['Ne1', 'c5'], ['Qf3', 'Rd7'], ['Ng2', 'Red8'], ['Qf5', 'Rxd3'], ['Ne3', 'Bg7'], ['Rh7', 'Rxc3'], ['bxc3', 'b2\n'], ['Kg2', 'b1=Q'], ['Rxb1', 'Kxh7'], ['Nd5', 'Kg8']]",0-1
27th ECC,Rogaska Slatina SLO,2011.09.26,2.2,"Caruana,F","Berg,E",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be3', 'e5'], ['Nb3', 'Be6'], ['Nd5', 'Nbd7\n'], ['Qd3', 'Nc5'], ['Nxc5', 'Bxd5'], ['exd5', 'dxc5'], ['c4', 'Bd6'], ['Be2', 'O-O'], ['Qf5', 'Qd7'], ['g4', 'Rfb8\n'], ['a4', 'a5'], ['Qxd7', 'Nxd7'], ['f3', 'Nf6'], ['Kd2', 'b6'], ['h4', 'Bc7'], ['Bd3', 'Ne8'], ['b3', 'Nd6\n'], ['Rae1', 'Rf8'], ['Rhg1', 'Rae8'], ['Bc2', 'f5'], ['gxf5', 'Nxf5'], ['Bxf5', 'Rxf5'], ['Ref1', 'Ref8\n'], ['Ke2', 'R8f7'], ['Rg5', 'Bd8'], ['Rxf5', 'Rxf5'], ['Bf2', 'Kf7'], ['Bg3', 'Ke8'], ['Ke3', 'Bf6'], ['f4', 'Kd7\n'], ['Ke4', 'g6'], ['h5', 'exf4'], ['Rxf4', 'Rxf4+'], ['Bxf4', 'gxh5'], ['Kf5', 'Be7'], ['Bg5', 'h4'], ['Bf4', 'h5\n'], ['Ke4', 'h3'], ['Kf3', 'Bh4'], ['Bg3', 'Bf6'], ['Bh2', 'Bh4'], ['Bf4', 'Kc8'], ['Ke2', 'Bg5'], ['Bh2', 'Kd7\n'], ['Kf2', 'Bh4+'], ['Kg1', 'Bd8'], ['Bf4', 'Ke8'], ['Kh2', 'Kf7'], ['Kxh3', 'Kf6'], ['Kg3', 'Kf5'], ['Kf3', 'h4\n'], ['Bb8', 'h3'], ['Bf4', 'Kf6'], ['Kg4', 'Ke7'], ['Kxh3', 'Kd7'], ['Kg4', 'Bf6'], ['Kf5', 'Bh4'], ['Kg6', 'Be1\n'], ['Kf7', 'Bh4'], ['Bb8', 'Kc8'], ['Be5', 'Kd7'], ['Bf4', 'Bf2'], ['Bb8', 'Bh4'], ['d6', 'Bg3'], ['Bc7', 'Be1\n'], ['Kf6', 'Bc3+'], ['Kf5', 'Bd4'], ['Bxb6', 'Kxd6'], ['Bxa5', 'Bf2'], ['Bb6', 'Kc6'], ['a5', 'Bh4'], ['Ke6', 'Bg5\n'], ['Ba7', 'Bd2'], ['a6', 'Bb4'], ['Bb8', 'Ba3'], ['a7', 'Kb7'], ['Kd5', '']]",1-0
27th ECC,Rogaska Slatina SLO,2011.09.27,3.2,"Caruana,F","Kryvoruchko,Y",,,E00,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'Bb4+'], ['Bd2', 'a5'], ['Bg2', 'O-O'], ['Nf3', 'b6'], ['Ne5', 'Ra7'], ['O-O', 'Ba6\n'], ['Bf4', 'Be7'], ['b3', 'd6'], ['Nc6', 'Nxc6'], ['Bxc6', 'Bb7'], ['Bxb7', 'Rxb7'], ['Nc3', 'd5'], ['cxd5', 'Nxd5\n'], ['Nxd5', 'Qxd5'], ['Rc1', 'Bd6'], ['Bxd6', 'Qxd6'], ['Qd3', 'Rd8'], ['Rfd1', 'c6'], ['Qc4', 'Rc7'], ['Qa6', 'Rb8\n'], ['e3', 'h5'], ['Rc2', 'g6'], ['Rdc1', 'Kg7'], ['h4', 'Qd5'], ['Qc4', 'Qe4'], ['Qe2', 'Rbc8'], ['Rc4', 'Qd5\n'], ['Rd1', 'Kg8'], ['a3', 'Ra8'], ['Rdc1', 'Rac8'], ['Qc2', 'Kh7'], ['b4', 'axb4'], ['axb4', 'Kg8'], ['Qb2', 'Qb5\n'], ['Qb1', 'Ra7'], ['Qc2', 'Ra4'], ['Rxc6', 'Rxc6'], ['Qxc6', 'Qxc6'], ['Rxc6', 'Rxb4'], ['Kg2', 'Rb2'], ['Kf3', 'b5\n'], ['Rb6', 'b4'], ['Rb7', 'b3'], ['e4', 'Kg7'], ['Ke3', 'Rb1'], ['Kf4', 'Kf6'], ['Rb6', 'b2'], ['d5', 'Rd1'], ['Rxb2', 'exd5\n'], ['e5+', 'Kg7'], ['Rb4', '']]",1/2-1/2
27th ECC,Rogaska Slatina SLO,2011.09.28,4.1,"Malakhov,V","Caruana,F",,,D92,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Bf4', 'Bg7'], ['Nf3', 'O-O'], ['Rc1', 'dxc4'], ['e3', 'c5'], ['Bxc4', 'cxd4\n'], ['Nxd4', 'Bd7'], ['O-O', 'Nc6'], ['Nb3', 'Rc8'], ['h3', 'a6'], ['Be2', 'Na5'], ['Be5', '']]",1/2-1/2
27th ECC,Rogaska Slatina SLO,2011.09.29,5.1,"Caruana,F","Bacrot,E",,,E04,"[['Nf3', 'd5'], ['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'dxc4'], ['Bg2', 'c5'], ['O-O', 'Nc6'], ['dxc5', 'Qxd1'], ['Rxd1', 'Bxc5\n'], ['Nbd2', 'c3'], ['bxc3', 'O-O'], ['Nb3', 'Be7'], ['c4', 'Bd7'], ['Bb2', 'Rac8'], ['c5', 'Nb8'], ['Ne5', 'Bc6\n'], ['Nxc6', 'Nxc6'], ['Rac1', 'Rfd8'], ['Rxd8+', 'Rxd8'], ['Bxc6', 'bxc6'], ['Rc4', 'Nd7'], ['e4', 'Rb8\n'], ['Bd4', 'Rb5'], ['Kf1', 'f5'], ['e5', 'g5'], ['f4', 'gxf4'], ['gxf4', 'Kf7'], ['Ke2', 'h6'], ['h3', 'a6'], ['Be3', 'Bf8\n'], ['Kd3', 'Be7'], ['Bf2', 'Bf8'], ['Kc3', 'Be7'], ['a4', 'Rb7'], ['Na5', 'Rc7'], ['Kd3', 'Kg6'], ['Rc1', 'Kh5\n'], ['Kc4', 'Bh4'], ['Be3', 'Bg5'], ['fxg5', 'Nxe5+'], ['Kd4', 'Nf3+'], ['Kd3', 'hxg5'], ['Ke2', 'Nh4'], ['Rd1', 'e5\n'], ['Rd6', 'f4'], ['Bf2', 'e4'], ['Re6', 'e3'], ['Bxh4', 'Kxh4'], ['Kf3', 'Rh7'], ['Nxc6', 'Kxh3'], ['Nd4', 'Kh2\n'], ['Rg6', '']]",1-0
27th ECC,Rogaska Slatina SLO,2011.09.30,6.5,"Kristjansson,St","Caruana,F",,,C02,"[['e4', 'e6'], ['d4', 'd5'], ['e5', 'c5'], ['c3', 'Nc6'], ['Nf3', 'Qb6'], ['a3', 'f6'], ['Bd3', 'fxe5'], ['dxe5', 'c4'], ['Bc2', 'Nh6\n'], ['O-O', 'g6'], ['b3', 'cxb3'], ['Bxb3', 'Bg7'], ['c4', 'dxc4'], ['Bxh6', 'Bxh6'], ['Bxc4', 'O-O'], ['Nbd2', 'Nd4\n'], ['Qa4', 'Nc6'], ['Ne4', 'Qc7'], ['Nf6+', 'Kh8'], ['Rfe1', 'Bg7'], ['Rad1', 'Qe7'], ['Ba2', 'Nxe5'], ['Nxe5', 'Qxf6\n'], ['Re2', 'b6'], ['h3', 'Bb7'], ['Rd7', 'Rac8'], ['Ng4', 'Qa1+'], ['Rd1', 'Rc1'], ['Rxc1', 'Qxc1+'], ['Kh2', 'Qf1']]",0-1
