Berlin,Berlin,1862.??.??,?,"Holdheim, O.","Wolff, Patrick G",,,C26,"[['e4', 'e5'], ['Nc3', 'Bc5'], ['Bc4', 'Nf6'], ['f4', 'Bxg1'], ['Rxg1', 'exf4'], ['e5', 'Qe7'], ['Kf2', 'Qc5+'], ['d4', 'Qxc4\n'], ['exf6', 'g5'], ['Re1+', 'Kd8'], ['g3', 'fxg3+'], ['hxg3', 'Nc6'], ['Bxg5', 'Nxd4'], ['Re4', 'c5'], ['Be3', 'd5\n'], ['Bxd4', 'dxe4'], ['Bxc5+', 'Bd7'], ['Qd6', 'Qe6'], ['Qe7+', 'Qxe7'], ['fxe7+', 'Kc7'], ['Nxe4', 'b6\n'], ['Bd6+', 'Kb7'], ['Be5', 'Bc6'], ['Nd6+', 'Ka6'], ['Bxh8', 'Rxh8'], ['Re1', 'Be8'], ['Kf3', 'b5'], ['Kf4', 'Kb6\n'], ['Kf5', 'Kc6'], ['Nxe8', 'Rxe8'], ['Kf6', '']]",1-0
Hessen qual,Germany,1992.??.??,7,"Wolff, Patrick G","Heisterhagen, Tilmann",,,A25,"[['c4', 'e5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d3', 'd6'], ['e3', 'Nge7'], ['Nge2', 'O-O'], ['O-O', 'Be6\n'], ['h3', 'Qd7'], ['Kh2', 'f5'], ['b3', 'Nd8'], ['Qd2', 'Kh8'], ['Bb2', 'Bg8'], ['Rac1', 'c6'], ['f4', 'Ne6'], ['e4', 'Rad8\n'], ['b4', 'h6'], ['Qe3', 'b6'], ['Nb1', 'Kh7'], ['Bc3', 'c5'], ['b5', 'Nd4'], ['Nd2', 'Nxe2'], ['Qxe2', 'exf4\n'], ['gxf4', 'Bxc3'], ['Rxc3', 'Be6'], ['Rcc1', 'Rfe8'], ['Rce1', 'Ng8'], ['Qf2', 'Nf6'], ['exf5', 'gxf5\n'], ['Bc6', 'Qf7'], ['Bxe8', 'Rxe8'], ['Re3', 'Qh5'], ['Kg2', 'Rg8+'], ['Rg3', 'Rxg3+'], ['Qxg3', 'Qe2+\n'], ['Rf2', 'Qd1'], ['Qe3', 'Bc8'], ['Rf1', 'Bb7+'], ['Kh2', 'Qh5'], ['Qe7+', 'Kg6'], ['Rg1+', 'Ng4+'], ['Rxg4+', 'fxg4\n'], ['Qe8+', '']]",1-0
Hessen qual,Germany,1992.??.??,8,"Henzner, Rainer","Wolff, Patrick G",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Nc3', 'e6'], ['Bd3', 'Bxd3'], ['Qxd3', 'Qa5'], ['Nf3', 'Qa6'], ['Qxa6', 'Nxa6\n'], ['a3', 'c5'], ['Be3', '']]",1/2-1/2
Hessen qual,Germany,1992.??.??,9,"Wolff, Patrick G","Bomert, Egon",,,A26,"[['c4', 'e5'], ['Nc3', 'Nc6'], ['Nf3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'f5'], ['d3', 'Nf6'], ['O-O', 'O-O'], ['Rb1', 'a5\n'], ['a3', 'd6'], ['b4', 'axb4'], ['axb4', 'Ne7'], ['Bb2', 'Ng4'], ['h3', 'Nh6'], ['Qb3', 'Nf7'], ['Ra1', 'Be6\n'], ['Rxa8', 'Qxa8'], ['Ra1', 'Qc8'], ['Nd5', 'Nxd5'], ['cxd5', 'Bd7'], ['b5', 'b6'], ['Ra7', 'Qb8'], ['Ra4', 'Qe8\n'], ['Rb4', 'Qe7'], ['Nd2', 'Ra8'], ['Nc4', 'Qe8'], ['Kh2', 'Nd8'], ['Bc3', 'Nb7'], ['Qb2', 'Nc5'], ['Nxe5', 'dxe5\n'], ['d6', 'Ra7'], ['dxc7', 'Rxc7'], ['f4', 'Bc8'], ['Bc6', 'Bd7'], ['fxe5', 'Bxc6'], ['bxc6', 'Rxc6'], ['Rxb6', 'Rxb6\n'], ['Qxb6', 'Ne6'], ['d4', 'Kh8'], ['d5', 'Ng5'], ['Qc7', 'Ne4'], ['Bd4', 'h6'], ['Qc6', 'Qd8'], ['h4', 'f4\n'], ['d6', 'fxg3+'], ['Kh3', 'Nxd6'], ['Bb6', 'Qc8+'], ['Qxc8+', 'Nxc8'], ['Bc7', 'Kg8'], ['Kxg3', 'Kf7\n'], ['Kf4', 'Ke6'], ['e4', 'Ne7'], ['Ba5', 'Nc6'], ['Bd2', 'Nxe5'], ['Kg3', 'Nf7'], ['Bc1', 'h5'], ['Bd2', 'Nd6\n'], ['Kf3', 'Bf6'], ['Be1', 'Nc4'], ['Bg3', 'Nd2+'], ['Ke2', 'Nxe4'], ['Be1', 'Bc3']]",0-1
Hessen qual,Germany,1992.??.??,10,"Mueller, A.","Wolff, Patrick G",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Nf3', 'e6'], ['Be2', 'Qb6'], ['O-O', 'c5'], ['c3', 'Nc6'], ['Qa4', 'h6'], ['dxc5', 'Bxc5\n'], ['b4', 'Bf8'], ['Be3', 'Qd8'], ['b5', 'Na5'], ['b6+', 'Nc6'], ['bxa7', 'Qa5'], ['Qxa5', 'Nxa5'], ['Bb5+', 'Nc6\n'], ['Nd4', 'Ne7'], ['Nd2', 'Kd8'], ['Nxf5', 'Nxf5'], ['Bxc6', 'bxc6'], ['Bb6+', 'Kc8'], ['Rfb1', 'Ne7'], ['Nb3', 'c5\n'], ['Na5', 'Ng6'], ['Nc6', 'Kd7'], ['Nb8+', 'Kc8'], ['Na6', 'Kb7'], ['Nxc5+', 'Kc6'], ['Nd3', 'Be7'], ['Bd4', 'Rhc8\n'], ['a4', 'Bd8'], ['Rb5', 'Bc7'], ['Rab1', 'Kd7'], ['f4', 'Ke8'], ['Rb7', 'Ne7'], ['Rxc7', 'Rxc7'], ['Rb8+', 'Rc8\n'], ['Rb7', 'Nc6'], ['Bb6', 'Nd8'], ['Bxd8', 'Rxd8'], ['Nc5', 'd4'], ['cxd4', 'Rxd4'], ['Na6', 'Rad8'], ['Rb8', 'Rd1+\n'], ['Kf2', 'Rd2+'], ['Kg3', 'Rd3+'], ['Kg4', 'f5+'], ['exf6', 'h5+'], ['Kxh5', 'Rd5+'], ['Kg6', 'gxf6'], ['Nc7+', '']]",1-0
Hessen qual,Germany,1992.??.??,11,"Wolff, Patrick G","Hagenauer, Joerg",,,E70,"[['c4', 'Nf6'], ['Nc3', 'g6'], ['e4', 'd6'], ['d4', 'Bg7'], ['Nge2', 'c5'], ['d5', 'Qa5'], ['Ng3', 'h5'], ['h4', 'Nbd7\n'], ['Be2', 'O-O'], ['Bg5', 'Re8'], ['Qd2', 'a6'], ['Bh6', 'Ne5'], ['Bxg7', 'Kxg7'], ['Nf1', 'Bg4'], ['f3', 'Bd7\n'], ['Ne3', 'Rh8'], ['Kf2', 'b5'], ['b3', 'Rab8'], ['Rag1', 'Kh7'], ['Qc2', 'bxc4'], ['Bxc4', 'Bb5'], ['Be2', 'Qb4\n'], ['Rd1', 'Bxe2'], ['Nxe2', 'Rhc8'], ['Rhe1', 'a5'], ['Nc3', 'c4'], ['bxc4', 'Nxc4'], ['Kg3', 'Na3'], ['Qf2', 'Rxc3\n'], ['Rd2', 'Nc4'], ['Rd4', 'Qc5'], ['Rxc4', 'Rxc4'], ['Nxc4', 'Qxc4'], ['Re2', 'Rb1'], ['Rc2', 'Qf1'], ['Qa7', 'Qe1+\n'], ['Kh3', 'Nxe4'], ['fxe4', 'Qxe4'], ['Qf2', 'Rh1+']]",0-1
Harvard Cup,Harvard,1992.??.??,1,"Wolff, Patrick G",Comp Fritz3,,,B13,"[['e4', 'c6'], ['d4', 'd5'], ['exd5', 'cxd5'], ['c4', 'Nf6'], ['Nc3', 'Nc6'], ['Nf3', 'Bg4'], ['cxd5', 'Nxd5'], ['Qb3', 'Bxf3\n'], ['gxf3', 'e6'], ['Qxb7', 'Nxd4'], ['Bb5+', 'Nxb5'], ['Qc6+', 'Ke7'], ['Qxb5', 'Qd7'], ['Nxd5+', 'Qxd5\n'], ['Qxd5', 'exd5'], ['Be3', 'Ke6'], ['O-O-O', 'Bb4'], ['Kb1', 'Rhc8'], ['Rd3', 'h6'], ['h3', 'a6'], ['Rhd1', 'Rd8\n'], ['Bb6', 'Rd7'], ['a3', 'Be7'], ['Rc1', 'Bf6'], ['b4', 'Rb8'], ['Rc6+', 'Kf5'], ['Ba5', 'Re8'], ['Rxa6', 'Re2\n'], ['Rc6', 'Rxf2'], ['Rc2', 'Rf1+'], ['Rc1', 'Rf2'], ['Rc2', 'Rxc2'], ['Kxc2', 'Kf4'], ['b5', 'Kg3'], ['a4', 'Kxh3\n'], ['Be1', 'Re7'], ['Kd1', 'd4'], ['a5', 'Kg2'], ['b6', 'Re3'], ['Rxe3', 'dxe3'], ['Ke2', 'Bd4'], ['Kd3', 'Bc5\n'], ['Kc4', 'Be7']]",1-0
Harvard Cup,Harvard,1992.??.??,2,Comp Socrates,"Wolff, Patrick G",,,B08,"[['e4', 'd6'], ['d4', 'c6'], ['Nf3', 'g6'], ['Be2', 'Bg7'], ['O-O', 'Nf6'], ['Nc3', 'Qc7'], ['h3', 'Nbd7'], ['Re1', 'O-O\n'], ['a4', 'b6'], ['Bc4', 'e6'], ['Bd2', 'Bb7'], ['e5', 'dxe5'], ['dxe5', 'Nd5'], ['Qe2', 'a6'], ['Rad1', 'c5\n'], ['Bxd5', 'exd5'], ['e6', 'Nf6'], ['Ng5', 'd4'], ['exf7+', 'Kh8'], ['Nb1', 'Qc6'], ['Qf3', 'Qxf3'], ['gxf3', 'h6\n'], ['Re7', 'Bd5'], ['Ne6', 'Bxe6'], ['Rxe6', 'Rxf7'], ['Rxb6', 'Kh7'], ['Kg2', 'Nd7'], ['Rb7', 'Rc8'], ['Na3', 'c4\n'], ['Ba5', 'Rc5'], ['Bb6', 'Rg5+'], ['Kf1', 'Rd5'], ['Nxc4', 'Nxb6'], ['Rxb6', 'Rxf3'], ['Rxa6', 'Rxh3\n'], ['Ke2', 'Rc5'], ['b3', 'Rc3'], ['Rd2', 'h5'], ['Re6', 'h4'], ['Re4', 'Rh5'], ['a5', 'h3'], ['Rd1', 'Rxc2+\n'], ['Kf1', 'Ra2'], ['Re7', 'Kh6'], ['Rf7', 'd3'], ['Rd7', 'Ra1'], ['Rxa1', 'Bxa1'], ['Kg1', 'Be5'], ['Nxe5', 'Rxe5\n'], ['b4', 'Rb5'], ['Rxd3', 'Rxb4'], ['Rxh3+', 'Kg5'], ['Ra3', 'Rb7'], ['a6', 'Ra7'], ['f3', 'Kf4'], ['Kf2', 'Ke5\n'], ['Kg3', 'g5'], ['Kg4', 'Kf6'], ['Ra5', 'Ke6'], ['Kxg5', 'Kd6'], ['f4', 'Kc6'], ['f5', 'Kb6'], ['Ra2', 'Ra8\n'], ['a7', '']]",1-0
Harvard Cup,Harvard,1992.??.??,3,"Wolff, Patrick G",Comp CM,,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['d3', 'Nf6'], ['O-O', 'd6'], ['c3', 'Bb6'], ['Nbd2', 'Bg4'], ['a4', 'O-O\n'], ['Bb3', 'd5'], ['exd5', 'Nxd5'], ['h3', 'Bh5'], ['Nc4', 'Re8'], ['a5', 'Bc5'], ['Re1', 'Qf6'], ['Ncd2', 'Bxf3\n'], ['Nxf3', 'Nde7'], ['Qe2', 'h6'], ['Qe4', 'Rad8'], ['Bc2', 'Ng6'], ['b4', 'Bf8'], ['b5', 'Nb8'], ['Qxb7', 'c6\n'], ['Qxa7', 'cxb5'], ['Qb7', 'b4'], ['a6', 'Rd7'], ['Qb5', 'Nc6'], ['d4', 'Qe6'], ['Bxg6', '']]",1/2-1/2
Harvard Cup,Harvard,1992.??.??,4,Comp Fidelity,"Wolff, Patrick G",,,B22,"[['e4', 'c5'], ['c3', 'Nf6'], ['e5', 'Nd5'], ['d4', 'cxd4'], ['Qxd4', 'e6'], ['Nf3', 'Nc6'], ['Qe4', 'f5'], ['exf6', 'Nxf6\n'], ['Qc2', 'd5'], ['Bd3', 'e5'], ['Bb5', 'Bd6'], ['c4', 'O-O'], ['cxd5', 'e4'], ['dxc6', 'exf3'], ['Qb3+', 'Kh8\n'], ['Qxf3', 'bxc6'], ['Bxc6', 'Bg4'], ['Bxa8', 'Bxf3'], ['Bxf3', 'Bb4+'], ['Kf1', 'Qd3+'], ['Kg1', 'Re8\n'], ['Be3', 'Rxe3'], ['Nc3', 'Bxc3'], ['bxc3', 'Qxc3'], ['Rf1', 'Re1'], ['h3', 'Rxf1+'], ['Kxf1', 'Qa1+\n'], ['Ke2', 'Qxh1']]",1-0
Harvard Cup,Harvard,1992.??.??,5,"Wolff, Patrick G",Comp Mephisto,,,C80,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['Nbd2', 'Nc5'], ['c3', 'd4'], ['Ng5', 'Qxg5'], ['Qf3', 'O-O-O'], ['Bxe6+', 'fxe6'], ['Qxc6', 'Qxe5'], ['Nf3', 'Qd5\n'], ['Nxd4', 'e5'], ['Qxd5', 'Rxd5'], ['Nb3', 'Nd3'], ['a4', 'Be7'], ['axb5', 'Rxb5'], ['Nd2', 'Bg5'], ['Nb3', 'Bh4\n'], ['Na5', 'Nxc1'], ['Rfxc1', 'Rxb2'], ['Nc4', 'Re2'], ['g3', 'Bg5'], ['Rf1', 'Rd8'], ['Rxa6', 'Rd3'], ['Ra3', 'Bf6\n'], ['Ne3', 'Kd7'], ['Ng4', 'Rc2'], ['Ra8', 'Ke7'], ['Rh8', 'h6'], ['Re1', 'Rdxc3'], ['Nxf6', 'Kxf6'], ['Rf8+', 'Ke7\n'], ['Rf5', 'Rc5'], ['Rexe5+', 'Rxe5'], ['Rxe5+', 'Kf6'], ['Re3', 'c5'], ['h4', 'c4'], ['Kg2', 'c3'], ['h5', 'Rc1\n'], ['Kf3', 'g6'], ['hxg6', '']]",1/2-1/2
Las Vegas op,Las Vegas,1992.??.??,?,"Franett, Michael","Wolff, Patrick G",,,D91,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Nf3', 'Bg7'], ['Bg5', 'Ne4'], ['Bf4', 'Nxc3'], ['bxc3', 'c5'], ['e3', 'Nc6\n'], ['Be2', 'dxc4'], ['Bxc4', 'O-O'], ['O-O', 'Bf5'], ['Qe2', 'Rc8'], ['Rfd1', 'Be4'], ['Rac1', 'Na5'], ['Bd3', 'Qd5\n'], ['c4', 'Bxf3'], ['gxf3', 'Qd7'], ['d5', 'b6'], ['e4', 'e5'], ['Be3', 'f5'], ['exf5', 'gxf5'], ['Kh1', 'Nb7\n'], ['Rg1', 'Rf7'], ['Qc2', 'Nd6'], ['f4', 'e4'], ['Be2', 'Kh8'], ['Rg3', 'Bf6'], ['Bd2', 'Qe7'], ['Bc3', 'Bd4\n'], ['Qb2', 'Qf6'], ['Rd1', 'Bxc3'], ['Qxc3', 'Qxc3'], ['Rxc3', 'Rg7'], ['a4', 'Rcg8'], ['Rg3', '']]",1/2-1/2
Las Vegas op,Las Vegas,1992.??.??,?,"Gross, Ronald Jos","Wolff, Patrick G",,,D91,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Bg5', 'Ne4'], ['Bh4', 'Nxc3'], ['bxc3', 'dxc4'], ['e3', 'Be6'], ['Nf3', 'Bg7\n'], ['Rb1', 'Bd5'], ['Be2', 'O-O'], ['O-O', 'c5'], ['Qc2', 'b6'], ['dxc5', 'Qc7'], ['Rfd1', 'Bb7'], ['Nd4', 'Qxc5\n'], ['Rb4', 'Bxd4'], ['exd4', 'Qd6'], ['Bg3', 'Qd7'], ['Rxc4', 'Qd5'], ['f3', 'Nc6'], ['Ra4', 'Rfc8'], ['Bf2', 'Na5\n'], ['c4', 'Qd8'], ['Qd2', 'Rc7'], ['Rb4', 'Rac8'], ['c5', 'Bd5'], ['Ba6', 'Ra8'], ['Qe2', 'Rd7'], ['Rb2', 'Nc6\n'], ['Rbd2', 'e6'], ['h3', 'Qf6'], ['Bb5', 'Rad8'], ['Bg3', 'Qe7'], ['Qe3', 'Qf6'], ['Be5', 'Qe7'], ['Bxc6', 'Bxc6\n'], ['Qf4', 'f5'], ['cxb6', 'axb6'], ['h4', 'Ra7'], ['Qg3', 'Bd5'], ['Rc1', '']]",1/2-1/2
Las Vegas op,Las Vegas,1992.??.??,?,"Wolff, Patrick G","Szmetan, Ricardo",,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'Nf6'], ['O-O', 'd6'], ['c4', 'Be7'], ['Nc3', 'O-O\n'], ['Be3', 'Nbd7'], ['Rc1', 'Re8'], ['f4', 'Bf8'], ['Kh1', 'b6'], ['e5', 'dxe5'], ['Nc6', 'Qc7'], ['fxe5', 'Nxe5\n'], ['Nxe5', 'Qxe5'], ['Bd4', 'Qh5'], ['Qxh5', 'Nxh5'], ['Be4', 'Rb8'], ['Be5', 'Rb7'], ['Bxb7', 'Bxb7'], ['Rcd1', 'Bc6\n'], ['Bd6', 'g5'], ['Bxf8', 'Rxf8'], ['Rd6', 'Rc8'], ['Ne2', 'b5'], ['c5', 'a5'], ['Nd4', 'Bd5'], ['Nf5', 'Kf8\n'], ['Rd7', 'Nf4'], ['Ne3', 'Rxc5'], ['Nxd5', 'Rxd5'], ['Rb7', 'Kg7'], ['g3', 'Nh5'], ['Rfxf7+', 'Kg6'], ['Rf2', 'g4\n'], ['Re2', 'Ng7'], ['Kg2', 'h5'], ['a3', 'a4'], ['Kf2', 'Kf6'], ['Rb6', 'Kg5'], ['Ke1', 'e5'], ['Re4', 'Nf5\n'], ['Re6', 'Rd3'], ['R6xe5', 'Kf6'], ['Rxb5', 'Nd4'], ['Rxh5', 'Nf3+'], ['Ke2', 'Rd2+'], ['Ke3', 'Rxb2\n'], ['Rxg4', 'Nxh2'], ['Rxa4', 'Nf1+'], ['Kd4', 'Nxg3'], ['Ra6+', 'Kf7'], ['Rh7+', 'Kg8'], ['Rc7', '']]",1-0
Las Vegas op,Las Vegas,1992.??.??,?,"Wolff, Patrick G","Arganian, David",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Bd6'], ['O-O', 'O-O'], ['Re1', 'Re8\n'], ['c4', 'c6'], ['Nc3', 'Nxc3'], ['bxc3', 'Bg4'], ['Bg5', 'f6'], ['Bd2', 'Rxe1+'], ['Qxe1', 'Qf8'], ['Qb1', 'Bxf3\n'], ['Qxb7', 'Nd7'], ['Qxd7', 'Bh5'], ['c5', 'Rd8'], ['Qh3', '']]",1-0
New York Reshevsky,New York,1992.??.??,1,"Psakhis, Lev","Wolff, Patrick G",,,E61,"[['Nf3', 'd6'], ['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bf5'], ['Nh4', 'Bd7'], ['e4', 'e5'], ['Nf3', 'Nc6'], ['d5', 'Ne7\n'], ['c5', 'Bg7'], ['Qb3', 'Qb8'], ['cxd6', 'cxd6'], ['Bb5', 'O-O'], ['a4', 'Bg4'], ['Nd2', 'Nh5'], ['a5', 'Bc8\n'], ['Nc4', 'f5'], ['Qb4', 'Rd8'], ['f3', 'f4'], ['b3', 'Bf8'], ['Ba3', 'g5'], ['Qxd6', 'Rxd6'], ['Bxd6', 'Nxd5\n'], ['Bxb8', 'Nxc3'], ['Be8', 'Rxb8'], ['Bxh5', 'Bc5'], ['Nxe5', 'Bd4'], ['Nc4', 'Be6'], ['Kd2', 'Bg7'], ['e5', 'Nb5\n'], ['Rhd1', 'Nd4'], ['Kc3', 'Nc6'], ['Ra2', 'b5'], ['axb6', 'Nxe5'], ['bxa7', 'Nxc4+'], ['Rd4', 'Bxd4+\n'], ['Kxd4', 'Rd8+'], ['Kc5', 'Rc8+'], ['Kd4', 'Rd8+'], ['Kc3', 'Nb6'], ['Ra6', 'Nd5+'], ['Kb2', 'Nc7'], ['Rc6', 'Nb5\n'], ['Rxe6', 'Nxa7'], ['Re8+', 'Rxe8'], ['Bxe8', 'Kf8'], ['Ba4', 'Ke7'], ['Kc3', 'Kd6'], ['Kd4', 'Nc8'], ['Bb5', 'Ne7\n'], ['Ke4', 'Nd5'], ['Bc4', 'Ne3'], ['g3', 'fxg3'], ['hxg3', 'Nc2'], ['g4', 'h6'], ['Be2', 'Kc5'], ['Ke5', 'Nb4\n'], ['Kf6', 'Kd4'], ['Kg6', 'Ke3'], ['Bd1', 'Kf4'], ['Kxh6', 'Nc6'], ['Kh5', '']]",1-0
New York Reshevsky,New York,1992.??.??,2,"Wolff, Patrick G","Rohde, Michael A",,,C60,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nge7'], ['O-O', 'Ng6'], ['Nc3', 'Bc5'], ['Ne2', 'O-O'], ['d4', 'exd4'], ['Nexd4', 'Nxd4\n'], ['Nxd4', 'd5'], ['Nb3', 'Bd6'], ['exd5', 'Qh4'], ['g3', 'Qh3'], ['f4', 'Bg4'], ['Qd4', 'Qh5'], ['Bd2', 'Ne7\n'], ['Bd3', 'Qxd5'], ['Qxd5', 'Nxd5'], ['Be4', 'c6'], ['Bxd5', 'cxd5'], ['Rfe1', '']]",1/2-1/2
New York op,New York,1992.??.??,3,"Panchenko, Alexandar G","Wolff, Patrick G",,,E68,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nf3', 'Bg7'], ['g3', 'O-O'], ['Bg2', 'd6'], ['Nc3', 'Nbd7'], ['O-O', 'e5'], ['e4', 'Re8\n'], ['Re1', 'exd4'], ['Nxd4', 'a6'], ['h3', 'Rb8'], ['a4', 'Ne5'], ['b3', 'c5'], ['Nc2', 'Nc6']]",1/2-1/2
New York Reshevsky,New York,1992.??.??,3,"Polgar, Judit","Wolff, Patrick G",,,B56,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Be3', 'e5'], ['Nf3', 'Be7'], ['Bc4', 'O-O\n'], ['O-O', 'Na5'], ['Bb3', 'h6'], ['Qe2', 'a6'], ['Rfd1', 'Nxb3'], ['axb3', 'Bd7'], ['Na4', 'Bxa4'], ['Rxa4', 'b5\n'], ['Raa1', 'Qc8'], ['Bc1', 'Rd8'], ['c3', 'Qb7'], ['Re1', 'd5'], ['exd5', 'e4'], ['Nd4', 'Rxd5'], ['Be3', 'Bd6\n'], ['Red1', 'Rh5'], ['h3', 'Qe7'], ['f4', 'exf3'], ['Qxf3', 'Re8'], ['Bf4', 'Bxf4'], ['Qxf4', 'Qb7'], ['Re1', 'Rxe1+\n'], ['Rxe1', 'Rg5'], ['Re2', 'Qd7'], ['Kh2', 'Rc5'], ['Qe3', 'a5'], ['Qe7', 'Qd5'], ['Nxb5', 'Qg5'], ['Qd8+', 'Kh7\n'], ['Qd3+', 'Kg8'], ['Nd4', 'Qc1'], ['Qd2', 'Qb1'], ['Qf4', 'Qg6'], ['Nf3', 'Qd3'], ['Rd2', 'Qb5'], ['Rd8+', 'Kh7\n'], ['Qb8', 'Qxb8+'], ['Rxb8', 'Ne4'], ['Nd4', 'Kg6'], ['Rb6+', 'f6'], ['Re6', 'Ng5'], ['Re7', 'f5'], ['h4', 'Kf6\n'], ['Re8', 'Kf7'], ['Re1', 'Ne4'], ['g4', 'g6'], ['Kg2', 'Nd6'], ['g5', 'hxg5'], ['Ne6', 'Rb5'], ['Nxg5+', 'Kf8\n'], ['Ne6+', 'Kf7'], ['Nd4', 'Rd5'], ['Kf3', 'Ne4'], ['Ke3', 'Nc5'], ['Kf3', 'Nd3'], ['Rd1', 'Nc5'], ['Ra1', 'Ne6\n'], ['Nxe6', 'Kxe6'], ['Kf4', 'Kf6'], ['Ra4', 'Rb5'], ['b4', 'axb4'], ['Ra6+', 'Kf7'], ['c4', 'Rb7'], ['Kg5', 'Rd7\n'], ['Rf6+', 'Ke7'], ['Rxg6', 'Rd2'], ['Rb6', 'Rxb2'], ['h5', 'b3'], ['h6', 'Kf7'], ['c5', 'Rg2+'], ['Kxf5', 'Rc2\n'], ['Rb7+', 'Kg8'], ['Kg6', 'Rg2+'], ['Kf6', 'Rc2'], ['Rb5', 'b2'], ['Rb8+', '']]",1/2-1/2
New York Reshevsky,New York,1992.??.??,4,"Wolff, Patrick G","Granda Zuniga, Julio E",,,B17,"[['e4', 'c6'], ['d4', 'd5'], ['Nd2', 'dxe4'], ['Nxe4', 'Nd7'], ['Ng5', 'Ngf6'], ['Bd3', 'e6'], ['N1f3', 'h6'], ['Nxe6', 'fxe6\n'], ['Bg6+', 'Ke7'], ['O-O', 'Qc7'], ['Re1', 'Kd8'], ['c4', 'Bb4'], ['Re2', 'Nf8'], ['Ne5', 'Nxg6'], ['Nxg6', 'Re8\n'], ['c5', 'Ba5'], ['Qa4', 'Nd5'], ['Ne5', 'Bd7'], ['a3', 'b5'], ['Qc2', 'Qb8'], ['Qh7', 'Bc7'], ['Qxg7', 'Bxe5\n'], ['Rxe5', 'Kc8'], ['Bxh6', 'Qc7'], ['Bd2', 'Kb7'], ['a4', 'a5'], ['Qg3', 'Rg8'], ['Qd3', 'b4'], ['Rae1', 'Rh8\n'], ['Bg5', 'Rag8'], ['h4', 'Qc8'], ['g3', 'Qf8'], ['f4', 'Qf7'], ['Kf2', 'Ne7'], ['Bxe7', 'Qxe7'], ['Qf3', 'Qf6\n'], ['R1e3', 'Rg7'], ['Rd3', 'Be8'], ['Rde3', 'Bf7'], ['f5', 'Bh5'], ['Rxe6', 'Qxe6'], ['Rxe6', 'Bxf3'], ['Kxf3', 'Rhg8\n'], ['f6', 'Rxg3+'], ['Kf4', 'R8g4+'], ['Ke5', 'Rxh4'], ['Re7+', 'Ka6'], ['f7', 'Rf3'], ['Re6', 'Rxf7'], ['Rxc6+', 'Ka7\n'], ['d5', 'Re7+'], ['Kd6', 'Reh7']]",0-1
New York op,New York,1992.??.??,4,"Wolff, Patrick G","Zaichik, Gennadi",,,B07,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['Be3', 'a6'], ['f3', 'b5'], ['Qd2', 'Nbd7'], ['Nh3', 'c6'], ['Nf2', 'Nb6\n'], ['Bh6', 'Bxh6'], ['Qxh6', 'e5'], ['O-O-O', 'Qe7'], ['Kb1', 'Bb7'], ['Qe3', 'Nfd7'], ['g3', 'b4'], ['Ne2', 'c5\n'], ['dxc5', 'dxc5'], ['Bh3', 'c4'], ['Bxd7+', 'Nxd7'], ['h4', 'h5'], ['g4', 'hxg4'], ['Nxg4', 'O-O-O'], ['Qg5', 'Qe6\n'], ['Ng3', 'c3'], ['bxc3', 'bxc3'], ['Qe3', 'Kb8'], ['Qxc3', 'f5'], ['Rxd7', 'Rxd7'], ['Nxe5', 'Rdh7'], ['Nd3', 'Rxh4\n'], ['Re1', 'Rc8'], ['exf5', 'Qd6'], ['Qe5', 'Qxe5'], ['Rxe5', 'Bxf3'], ['fxg6', 'Rg4'], ['Nf5', 'Rxg6'], ['Nd4', 'Rb6+\n'], ['Nb3', 'Rc4'], ['Nc5', 'Rd6'], ['Kc1', 'Rd1+'], ['Kb2', 'Rd6'], ['Re8+', 'Ka7'], ['Re7+', 'Ka8'], ['Re8+', 'Ka7\n'], ['Re7+', 'Ka8'], ['Re8+', '']]",1/2-1/2
